Datetimetry,Zone_ID,Datetime,Open,High,Low,Close,Volume,MA_10
2023-1-19 02,SUPPORT_703,1/19/2023 2:00,158.705,158.712,158.12,158.219,8552,158.8585
2023-1-19 03,SUPPORT_703,1/19/2023 3:00,158.221,158.652,158.176,158.613,7662,158.8103
2023-1-19 07,SUPPORT_704,1/19/2023 7:00,157.879,157.909,157.566,157.809,5377,158.479
2023-1-19 08,SUPPORT_704,1/19/2023 8:00,157.808,157.887,157.688,157.735,6051,158.3534
2023-1-19 15,SUPPORT_705,1/19/2023 15:00,158.63,158.796,158.382,158.543,11327,158.2463
2023-1-19 16,SUPPORT_705,1/19/2023 16:00,158.534,158.619,158.412,158.548,12588,158.3132
2023-1-20 00,SUPPORT_706,1/20/2023 0:00,159.057,159.139,158.987,159.029,841,158.9146
2023-1-20 01,SUPPORT_706,1/20/2023 1:00,159.029,159.232,159.029,159.073,5089,158.9676
2023-1-20 09,SUPPORT_707,1/20/2023 9:00,159.728,159.728,159.197,159.344,7700,159.4565
2023-1-20 10,SUPPORT_707,1/20/2023 10:00,159.349,159.71,159.236,159.641,9244,159.5177
2023-1-20 20,SUPPORT_708,1/20/2023 20:00,160.696,160.71,160.432,160.593,8568,160.6208
2023-1-20 21,SUPPORT_708,1/20/2023 21:00,160.592,160.646,160.483,160.603,6274,160.7043
2023-1-23 01,SUPPORT_709,1/23/2023 1:00,160.689,160.852,160.451,160.511,3648,160.6786
2023-1-23 02,SUPPORT_709,1/23/2023 2:00,160.513,160.778,160.358,160.613,4878,160.6434
2023-1-23 04,SUPPORT_710,1/23/2023 4:00,160.545,160.608,160.457,160.512,3389,160.5989
2023-1-23 05,SUPPORT_710,1/23/2023 5:00,160.512,160.811,160.425,160.764,3704,160.6062
2023-1-23 12,SUPPORT_711,1/23/2023 12:00,161.079,161.079,160.759,160.877,7121,161.0104
2023-1-23 13,SUPPORT_711,1/23/2023 13:00,160.871,161.01,160.804,160.998,6724,161.0557
2023-1-24 02,SUPPORT_712,1/24/2023 2:00,161.652,161.768,161.237,161.395,5445,161.6138
2023-1-24 03,SUPPORT_712,1/24/2023 3:00,161.395,161.495,161.282,161.366,5811,161.5933
2023-1-24 14,SUPPORT_713,1/24/2023 14:00,160.322,160.413,160.049,160.068,7335,160.8589
2023-1-24 15,SUPPORT_713,1/24/2023 15:00,160.068,160.331,159.99,160.325,9648,160.7492
2023-1-24 17,SUPPORT_714,1/24/2023 17:00,160.76,160.905,160.163,160.205,13920,160.591
2023-1-24 18,SUPPORT_714,1/24/2023 18:00,160.203,160.336,160.126,160.275,9781,160.4891
2023-1-25 00,SUPPORT_715,1/25/2023 0:00,160.45,160.559,160.409,160.441,2100,160.4101
2023-1-25 01,SUPPORT_715,1/25/2023 1:00,160.439,160.587,160.377,160.562,4871,160.4338
2023-1-25 13,SUPPORT_716,1/25/2023 13:00,159.896,159.921,159.501,159.6,7649,160.414
2023-1-25 14,SUPPORT_716,1/25/2023 14:00,159.599,159.947,159.564,159.925,8129,160.3457
2023-1-26 02,SUPPORT_717,1/26/2023 2:00,160.404,160.544,160.235,160.315,6178,160.4717
2023-1-26 03,SUPPORT_717,1/26/2023 3:00,160.33,160.409,160.125,160.35,6324,160.492
2023-1-26 06,SUPPORT_718,1/26/2023 6:00,160.279,160.351,160.008,160.256,3849,160.4544
2023-1-26 07,SUPPORT_718,1/26/2023 7:00,160.257,160.425,160.213,160.378,3720,160.4313
2023-1-26 14,SUPPORT_719,1/26/2023 14:00,160.867,161.046,160.725,160.831,7470,160.6237
2023-1-26 15,SUPPORT_719,1/26/2023 15:00,160.839,161.256,160.669,160.941,11383,160.6898
2023-1-27 02,SUPPORT_720,1/27/2023 2:00,161.132,161.266,160.729,160.973,6298,161.3479
2023-1-27 03,SUPPORT_720,1/27/2023 3:00,160.982,161.073,160.794,160.863,5683,161.3177
2023-1-27 04,SUPPORT_721,1/27/2023 4:00,160.86,160.958,160.751,160.838,4018,161.274
2023-1-27 05,SUPPORT_721,1/27/2023 5:00,160.837,160.957,160.741,160.859,4358,161.2312
2023-1-27 11,SUPPORT_722,1/27/2023 11:00,160.841,160.881,160.57,160.629,7583,160.8764
2023-1-27 12,SUPPORT_722,1/27/2023 12:00,160.629,160.728,160.488,160.644,6608,160.8435
2023-1-27 15,SUPPORT_723,1/27/2023 15:00,160.583,160.643,160.441,160.456,9547,160.7607
2023-1-27 16,SUPPORT_723,1/27/2023 16:00,160.457,160.942,160.411,160.84,11513,160.7488
2023-1-27 23,SUPPORT_724,1/27/2023 23:00,160.925,161.019,160.852,160.897,2856,160.8076
2023-1-30 00,SUPPORT_724,1/30/2023 0:00,160.678,160.815,160.577,160.803,944,160.8295
2023-1-30 06,SUPPORT_725,1/30/2023 6:00,160.962,160.977,160.25,160.592,9869,161.0011
2023-1-30 07,SUPPORT_725,1/30/2023 7:00,160.591,160.797,160.454,160.698,7064,160.972
2023-1-30 09,SUPPORT_726,1/30/2023 9:00,160.592,160.592,160.203,160.414,7260,160.8908
2023-1-30 10,SUPPORT_726,1/30/2023 10:00,160.449,161.156,160.449,160.983,11097,160.9088
2023-1-30 15,SUPPORT_727,1/30/2023 15:00,161.157,161.232,160.955,161.036,8682,160.8908
2023-1-30 16,SUPPORT_727,1/30/2023 16:00,161.038,161.343,161.024,161.209,10168,160.9525
2023-1-30 20,SUPPORT_728,1/30/2023 20:00,161.229,161.236,161.129,161.161,6829,161.1814
2023-1-30 21,SUPPORT_728,1/30/2023 21:00,161.16,161.185,161.02,161.184,6417,161.1934
2023-1-31 07,SUPPORT_729,1/31/2023 7:00,160.837,160.846,160.609,160.626,5073,160.9407
2023-1-31 08,SUPPORT_729,1/31/2023 8:00,160.628,160.835,160.618,160.814,3862,160.9119
2023-1-31 10,SUPPORT_730,1/31/2023 10:00,160.722,160.784,160.409,160.497,10216,160.8288
2023-1-31 11,SUPPORT_730,1/31/2023 11:00,160.501,160.752,160.44,160.713,8104,160.7858
2023-1-31 16,SUPPORT_731,1/31/2023 16:00,160.042,160.095,159.889,159.933,10800,160.5125
2023-1-31 17,SUPPORT_731,1/31/2023 17:00,159.932,160.2,159.764,160.006,13425,160.4505
2023-2-01 02,SUPPORT_732,2/1/2023 2:00,160.138,160.249,159.849,159.938,4342,160.2668
2023-2-01 03,SUPPORT_732,2/1/2023 3:00,159.933,160.068,159.862,160.055,4993,160.2717
2023-2-01 11,SUPPORT_733,2/1/2023 11:00,160.095,160.142,159.907,159.967,8334,160.1933
2023-2-01 12,SUPPORT_733,2/1/2023 12:00,159.965,160.087,159.912,159.99,7640,160.1985
2023-2-01 19,SUPPORT_734,2/1/2023 19:00,159.097,159.176,158.909,158.982,6384,159.6663
2023-2-01 20,SUPPORT_734,2/1/2023 20:00,158.98,159.205,158.947,158.947,6168,159.5513
2023-2-02 02,SUPPORT_735,2/2/2023 2:00,159.299,159.357,158.88,159.206,6490,159.2541
2023-2-02 03,SUPPORT_735,2/2/2023 3:00,159.21,159.329,159.09,159.187,6288,159.2426
2023-2-02 06,SUPPORT_736,2/2/2023 6:00,159.284,159.288,159.131,159.147,3420,159.3033
2023-2-02 07,SUPPORT_736,2/2/2023 7:00,159.149,159.365,159.117,159.343,4660,159.3109
2023-2-02 14,SUPPORT_737,2/2/2023 14:00,158.713,159.355,157.548,157.836,13158,159.0197
2023-2-02 15,SUPPORT_737,2/2/2023 15:00,157.837,158.161,157.763,157.968,13302,158.8885
2023-2-02 19,SUPPORT_738,2/2/2023 19:00,157.458,157.486,157.198,157.312,8171,158.2412
2023-2-02 20,SUPPORT_738,2/2/2023 20:00,157.314,157.476,157.179,157.458,5759,158.0424
2023-2-03 04,SUPPORT_739,2/3/2023 4:00,157.247,157.261,156.864,156.934,4831,157.2742
2023-2-03 05,SUPPORT_739,2/3/2023 5:00,156.931,157.026,156.82,157,4572,157.243
2023-2-03 09,SUPPORT_740,2/3/2023 9:00,157.108,157.108,156.737,156.882,8696,157.0844
2023-2-03 10,SUPPORT_740,2/3/2023 10:00,156.883,156.986,156.726,156.97,9272,157.0591
2023-2-03 14,SUPPORT_741,2/3/2023 14:00,157.403,157.477,157.251,157.263,6620,157.1538
2023-2-03 15,SUPPORT_741,2/3/2023 15:00,157.263,157.712,157.094,157.592,12366,157.213
2023-2-03 21,SUPPORT_742,2/3/2023 21:00,158.13,158.158,157.984,157.991,6757,157.9059
2023-2-03 22,SUPPORT_742,2/3/2023 22:00,157.99,158.08,157.965,158.03,6858,157.9634
2023-2-06 06,SUPPORT_743,2/6/2023 6:00,158.976,159.11,158.773,158.795,6071,158.7414
2023-2-06 07,SUPPORT_743,2/6/2023 7:00,158.798,158.961,158.714,158.961,5187,158.8384
2023-2-06 11,SUPPORT_744,2/6/2023 11:00,158.967,159.132,158.799,158.81,9369,159.0089
2023-2-06 12,SUPPORT_744,2/6/2023 12:00,158.812,159.137,158.736,159.032,9124,158.9861
2023-2-07 00,SUPPORT_745,2/7/2023 0:00,159.39,159.507,159.266,159.345,2055,159.4917
2023-2-07 01,SUPPORT_745,2/7/2023 1:00,159.331,159.567,159.319,159.493,1938,159.4701
2023-2-07 11,SUPPORT_746,2/7/2023 11:00,158.557,158.657,158.234,158.236,9318,159.1154
2023-2-07 12,SUPPORT_746,2/7/2023 12:00,158.237,158.372,158.118,158.291,7916,158.9928
2023-2-07 20,SUPPORT_747,2/7/2023 20:00,157.781,157.827,157.426,157.739,15031,158.0162
2023-2-07 21,SUPPORT_747,2/7/2023 21:00,157.738,158.017,157.732,157.748,10927,157.9674
2023-2-08 02,SUPPORT_748,2/8/2023 2:00,157.968,158.002,157.609,157.764,5033,157.7972
2023-2-08 03,SUPPORT_748,2/8/2023 3:00,157.762,158.096,157.716,158.054,4904,157.8394
2023-2-08 07,SUPPORT_749,2/8/2023 7:00,158.098,158.133,157.965,158.01,2603,157.9629
2023-2-08 08,SUPPORT_749,2/8/2023 8:00,158.009,158.122,157.931,158.025,4982,157.9831
2023-2-08 12,SUPPORT_750,2/8/2023 12:00,158.183,158.308,158.139,158.197,8515,158.1245
2023-2-08 13,SUPPORT_750,2/8/2023 13:00,158.198,158.261,158.036,158.22,6782,158.1411
2023-2-08 16,SUPPORT_751,2/8/2023 16:00,158.595,158.68,158.503,158.55,10717,158.2698
2023-2-08 17,SUPPORT_751,2/8/2023 17:00,158.546,158.832,158.415,158.774,10967,158.3462
2023-2-08 23,SUPPORT_752,2/8/2023 23:00,158.61,158.681,158.535,158.569,3021,158.6065
2023-2-09 00,SUPPORT_752,2/9/2023 0:00,158.435,158.591,158.419,158.465,1440,158.6095
2023-2-09 07,SUPPORT_753,2/9/2023 7:00,158.835,159.141,158.09,158.816,4434,158.6873
2023-2-09 08,SUPPORT_753,2/9/2023 8:00,158.802,158.91,158.622,158.817,4198,158.7075
2023-2-09 09,SUPPORT_754,2/9/2023 9:00,158.821,158.953,158.6,158.619,8637,158.7125
2023-2-09 10,SUPPORT_754,2/9/2023 10:00,158.614,158.95,158.466,158.783,9286,158.7443
2023-2-09 15,SUPPORT_755,2/9/2023 15:00,159.053,159.131,158.84,158.988,8893,158.8777
2023-2-09 16,SUPPORT_755,2/9/2023 16:00,158.982,159.165,158.923,159.1,11070,158.904
2023-2-10 00,SUPPORT_756,2/10/2023 0:00,159.438,159.498,159.206,159.31,1628,159.2952
2023-2-10 01,SUPPORT_756,2/10/2023 1:00,159.31,159.388,159.213,159.334,3818,159.3298
2023-2-10 10,SUPPORT_757,2/10/2023 10:00,158.101,158.122,157.527,158.097,12964,159.0658
2023-2-10 11,SUPPORT_757,2/10/2023 11:00,158.094,159.164,158.024,158.427,12027,158.9751
2023-2-10 14,SUPPORT_758,2/10/2023 14:00,158.419,158.678,158.272,158.311,7312,158.696
2023-2-10 15,SUPPORT_758,2/10/2023 15:00,158.314,158.433,158.158,158.32,9232,158.5958
2023-2-10 19,SUPPORT_759,2/10/2023 19:00,158.585,158.644,158.367,158.437,6834,158.4328
2023-2-10 20,SUPPORT_759,2/10/2023 20:00,158.439,158.629,158.43,158.559,5840,158.479
2023-2-13 00,SUPPORT_760,2/13/2023 0:00,158.373,158.493,158.324,158.361,267,158.4727
2023-2-13 01,SUPPORT_760,2/13/2023 1:00,158.378,158.638,158.345,158.543,3032,158.495
2023-2-13 22,SUPPORT_761,2/13/2023 22:00,160.703,160.703,160.542,160.566,6998,160.664
2023-2-13 23,SUPPORT_761,2/13/2023 23:00,160.567,160.768,160.525,160.672,2520,160.7327
2023-2-14 03,SUPPORT_762,2/14/2023 3:00,160.515,160.547,160.268,160.315,5649,160.7022
2023-2-14 04,SUPPORT_762,2/14/2023 4:00,160.314,160.511,160.202,160.477,5398,160.6448
2023-2-14 07,SUPPORT_763,2/14/2023 7:00,160.324,160.331,160.102,160.165,4530,160.4788
2023-2-14 08,SUPPORT_763,2/14/2023 8:00,160.166,160.334,160.114,160.253,5300,160.4475
2023-2-14 14,SUPPORT_764,2/14/2023 14:00,161.343,161.424,161.201,161.207,10521,160.6825
2023-2-14 15,SUPPORT_764,2/14/2023 15:00,161.212,161.693,161.043,161.488,13933,160.7941
2023-2-15 03,SUPPORT_765,2/15/2023 3:00,161.63,161.759,161.322,161.355,4977,161.8506
2023-2-15 04,SUPPORT_765,2/15/2023 4:00,161.357,161.403,161.335,161.384,4887,161.8155
2023-2-15 15,SUPPORT_766,2/15/2023 15:00,160.988,161.232,160.655,160.866,10326,161.2891
2023-2-15 16,SUPPORT_766,2/15/2023 16:00,160.869,161.035,160.784,160.854,11003,161.1963
2023-2-15 19,SUPPORT_767,2/15/2023 19:00,161.456,161.477,161.174,161.21,7377,161.115
2023-2-15 20,SUPPORT_767,2/15/2023 20:00,161.211,161.37,161.066,161.36,6736,161.1056
2023-2-16 03,SUPPORT_768,2/16/2023 3:00,161.169,161.31,161.121,161.159,6700,161.2742
2023-2-16 04,SUPPORT_768,2/16/2023 4:00,161.157,161.194,160.932,161.179,5537,161.2467
2023-2-16 09,SUPPORT_769,2/16/2023 9:00,161.197,161.294,160.994,161.155,7863,161.1905
2023-2-16 10,SUPPORT_769,2/16/2023 10:00,161.153,161.379,161.046,161.258,9275,161.1974
2023-2-16 23,SUPPORT_770,2/16/2023 23:00,160.539,160.6,160.464,160.513,3699,160.888
2023-2-17 00,SUPPORT_770,2/17/2023 0:00,160.624,160.625,160.481,160.56,1451,160.826
2023-2-17 10,SUPPORT_771,2/17/2023 10:00,160.918,160.96,160.742,160.911,8869,160.8537
2023-2-17 11,SUPPORT_771,2/17/2023 11:00,160.906,161.048,160.844,161.018,7813,160.9014
2023-2-17 14,SUPPORT_772,2/17/2023 14:00,161.158,161.185,160.875,161.052,8246,160.9969
2023-2-17 15,SUPPORT_772,2/17/2023 15:00,161.05,161.181,160.974,161.164,9698,161.0155
2023-2-17 23,SUPPORT_773,2/17/2023 23:00,161.608,161.642,161.5,161.543,1632,161.3311
2023-2-20 00,SUPPORT_773,2/20/2023 0:00,161.41,161.53,161.408,161.53,3054,161.3789
2023-2-20 06,SUPPORT_774,2/20/2023 6:00,161.427,161.481,161.244,161.309,5915,161.527
2023-2-20 07,SUPPORT_774,2/20/2023 7:00,161.311,161.491,161.288,161.474,5049,161.5163
2023-2-20 14,SUPPORT_775,2/20/2023 14:00,161.222,161.334,161.182,161.258,6649,161.3725
2023-2-20 15,SUPPORT_775,2/20/2023 15:00,161.258,161.446,161.167,161.374,6342,161.367
2023-2-21 02,SUPPORT_776,2/21/2023 2:00,161.717,161.74,161.43,161.475,4700,161.539
2023-2-21 03,SUPPORT_776,2/21/2023 3:00,161.471,161.616,161.46,161.52,5782,161.5677
2023-2-21 10,SUPPORT_777,2/21/2023 10:00,161.706,162.136,161.691,161.724,9733,161.6333
2023-2-21 11,SUPPORT_777,2/21/2023 11:00,161.723,162.879,161.48,162.732,10608,161.7352
2023-2-21 15,SUPPORT_778,2/21/2023 15:00,163.115,163.504,163.108,163.182,9550,162.3132
2023-2-21 16,SUPPORT_778,2/21/2023 16:00,163.178,163.376,162.878,163.181,10511,162.475
2023-2-22 03,SUPPORT_779,2/22/2023 3:00,163.503,163.554,163.241,163.276,5993,163.4059
2023-2-22 04,SUPPORT_779,2/22/2023 4:00,163.277,163.521,163.188,163.513,6080,163.424
2023-2-22 10,SUPPORT_780,2/22/2023 10:00,163.228,163.228,162.751,162.934,9033,163.3163
2023-2-22 11,SUPPORT_780,2/22/2023 11:00,162.933,163.002,162.841,162.911,8976,163.2604
2023-2-22 17,SUPPORT_781,2/22/2023 17:00,162.835,162.964,162.388,162.427,10341,162.9074
2023-2-22 18,SUPPORT_781,2/22/2023 18:00,162.431,162.669,162.42,162.577,9004,162.8428
2023-2-22 21,SUPPORT_782,2/22/2023 21:00,162.584,162.756,162.413,162.425,11117,162.7053
2023-2-22 22,SUPPORT_782,2/22/2023 22:00,162.415,162.599,162.415,162.522,8166,162.6605
2023-2-22 23,SUPPORT_783,2/22/2023 23:00,162.523,162.541,162.457,162.538,2252,162.6296
2023-2-23 00,SUPPORT_783,2/23/2023 0:00,162.376,162.499,162.316,162.412,2299,162.5888
2023-2-23 11,SUPPORT_784,2/23/2023 11:00,162.368,162.388,162.063,162.247,7679,162.5274
2023-2-23 12,SUPPORT_784,2/23/2023 12:00,162.248,162.4,162.183,162.338,6234,162.5075
2023-2-23 19,SUPPORT_785,2/23/2023 19:00,161.969,161.991,161.669,161.75,6485,162.3181
2023-2-23 20,SUPPORT_785,2/23/2023 20:00,161.749,161.867,161.706,161.73,6436,162.2549
2023-2-24 02,SUPPORT_786,2/24/2023 2:00,161.771,162.026,161.196,161.545,8298,161.8236
2023-2-24 03,SUPPORT_786,2/24/2023 3:00,161.553,161.993,161.494,161.951,9077,161.8044
2023-2-24 07,SUPPORT_787,2/24/2023 7:00,161.876,162.007,161.79,161.823,4724,161.8429
2023-2-24 08,SUPPORT_787,2/24/2023 8:00,161.824,161.932,161.725,161.858,4211,161.8412
2023-2-24 14,SUPPORT_788,2/24/2023 14:00,162.306,162.502,162.242,162.455,7887,162.1677
2023-2-24 15,SUPPORT_788,2/24/2023 15:00,162.456,162.747,162.032,162.569,11167,162.2276
2023-2-27 04,SUPPORT_789,2/27/2023 4:00,162.854,162.909,162.641,162.821,4527,162.934
2023-2-27 05,SUPPORT_789,2/27/2023 5:00,162.816,162.931,162.687,162.872,4828,162.9213
2023-2-27 08,SUPPORT_790,2/27/2023 8:00,162.767,162.797,162.605,162.704,5482,162.8699
2023-2-27 09,SUPPORT_790,2/27/2023 9:00,162.705,162.907,162.685,162.813,7388,162.8555
2023-2-28 00,SUPPORT_791,2/28/2023 0:00,164.194,164.27,164.111,164.156,2561,163.9911
2023-2-28 01,SUPPORT_791,2/28/2023 1:00,164.144,164.452,164.144,164.429,2234,164.0802
2023-2-28 03,SUPPORT_792,2/28/2023 3:00,164.274,164.291,164.125,164.167,5766,164.2166
2023-2-28 04,SUPPORT_792,2/28/2023 4:00,164.173,164.289,164.163,164.276,4898,164.2554
2023-2-28 07,SUPPORT_793,2/28/2023 7:00,164.134,164.206,164.103,164.116,5051,164.2272
2023-2-28 08,SUPPORT_793,2/28/2023 8:00,164.118,164.243,164.087,164.231,4789,164.2216
2023-2-28 23,SUPPORT_794,2/28/2023 23:00,163.732,163.864,163.657,163.657,2888,164.6318
2023-3-01 00,SUPPORT_794,3/1/2023 0:00,163.671,163.892,163.461,163.845,4421,164.4737
2023-3-01 13,SUPPORT_795,3/1/2023 13:00,163.505,163.511,162.864,163.082,7573,163.9799
2023-3-01 14,SUPPORT_795,3/1/2023 14:00,163.079,163.446,163.008,163.433,6585,163.9199
2023-3-02 00,SUPPORT_796,3/2/2023 0:00,163.779,163.794,163.62,163.633,407,163.4813
2023-3-02 01,SUPPORT_796,3/2/2023 1:00,163.646,163.827,163.595,163.777,2280,163.5578
2023-3-02 03,SUPPORT_797,3/2/2023 3:00,163.782,163.881,163.679,163.713,7048,163.6276
2023-3-02 04,SUPPORT_797,3/2/2023 4:00,163.712,163.811,163.613,163.804,5416,163.6644
2023-3-02 11,SUPPORT_798,3/2/2023 11:00,163.415,163.756,163.362,163.394,9051,163.7095
2023-3-02 12,SUPPORT_798,3/2/2023 12:00,163.395,163.612,163.281,163.529,8565,163.684
2023-3-02 16,SUPPORT_799,3/2/2023 16:00,163.485,163.58,163.086,163.114,9958,163.5495
2023-3-02 17,SUPPORT_799,3/2/2023 17:00,163.119,163.402,163.066,163.385,9819,163.509
2023-3-02 21,SUPPORT_800,3/2/2023 21:00,163.377,163.466,163.263,163.322,6679,163.4109
2023-3-02 22,SUPPORT_800,3/2/2023 22:00,163.321,163.408,163.278,163.336,6203,163.3916
2023-3-03 00,SUPPORT_801,3/3/2023 0:00,163.312,163.436,163.213,163.324,1734,163.3502
2023-3-03 01,SUPPORT_801,3/3/2023 1:00,163.324,163.42,163.152,163.365,2867,163.3383
2023-3-03 11,SUPPORT_802,3/3/2023 11:00,163.418,163.48,163.161,163.19,7859,163.4399
2023-3-03 12,SUPPORT_802,3/3/2023 12:00,163.187,163.529,163.148,163.451,6876,163.4333
2023-3-03 16,SUPPORT_803,3/3/2023 16:00,163.205,163.28,163.097,163.119,9132,163.32
2023-3-03 17,SUPPORT_803,3/3/2023 17:00,163.152,163.346,163.103,163.259,10952,163.2954
2023-3-06 05,SUPPORT_804,3/6/2023 5:00,163.489,163.506,163.033,163.137,4495,163.4772
2023-3-06 06,SUPPORT_804,3/6/2023 6:00,163.137,163.259,163.115,163.244,2747,163.4561
2023-3-06 08,SUPPORT_805,3/6/2023 8:00,163.432,163.436,163.137,163.165,3124,163.3942
2023-3-06 09,SUPPORT_805,3/6/2023 9:00,163.165,163.327,163.117,163.318,6341,163.3679
2023-3-06 15,SUPPORT_806,3/6/2023 15:00,163.245,163.32,163.144,163.194,7644,163.354
2023-3-06 16,SUPPORT_806,3/6/2023 16:00,163.193,163.329,162.98,163.321,8355,163.3617
2023-3-06 23,SUPPORT_807,3/6/2023 23:00,163.437,163.486,163.387,163.387,2179,163.4522
2023-3-07 00,SUPPORT_807,3/7/2023 0:00,163.415,163.452,163.363,163.436,216,163.4715
2023-3-07 13,SUPPORT_808,3/7/2023 13:00,163.329,163.393,162.992,163.106,5479,163.4937
2023-3-07 14,SUPPORT_808,3/7/2023 14:00,163.105,163.354,163.045,163.354,5586,163.4609
2023-3-07 20,SUPPORT_809,3/7/2023 20:00,162.164,162.216,162.047,162.111,6416,162.8252
2023-3-07 21,SUPPORT_809,3/7/2023 21:00,162.108,162.244,162.101,162.184,5397,162.7241
2023-3-08 00,SUPPORT_810,3/8/2023 0:00,162.227,162.229,162.079,162.169,2099,162.4011
2023-3-08 01,SUPPORT_810,3/8/2023 1:00,162.169,162.547,162.144,162.486,3185,162.3387
2023-3-08 09,SUPPORT_811,3/8/2023 9:00,162.836,162.836,162.525,162.588,5977,162.598
2023-3-08 10,SUPPORT_811,3/8/2023 10:00,162.587,162.874,162.432,162.866,7065,162.6677
2023-3-08 16,SUPPORT_812,3/8/2023 16:00,162.052,162.082,161.817,161.948,8341,162.5485
2023-3-08 17,SUPPORT_812,3/8/2023 17:00,161.951,162.09,161.705,162.016,11135,162.4708
2023-3-09 02,SUPPORT_813,3/9/2023 2:00,162.595,162.62,162.089,162.24,3795,162.4214
2023-3-09 03,SUPPORT_813,3/9/2023 3:00,162.237,162.387,162.229,162.312,2565,162.451
2023-3-09 11,SUPPORT_814,3/9/2023 11:00,161.837,161.93,161.61,161.652,6551,162.1089
2023-3-09 12,SUPPORT_814,3/9/2023 12:00,161.651,161.835,161.617,161.817,6193,162.0666
2023-3-09 14,SUPPORT_815,3/9/2023 14:00,162.018,162.133,161.929,161.943,5412,161.999
2023-3-09 15,SUPPORT_815,3/9/2023 15:00,161.945,162.118,161.751,162.081,8432,161.9843
2023-3-09 21,SUPPORT_816,3/9/2023 21:00,162.268,162.304,162.164,162.164,4596,162.198
2023-3-09 22,SUPPORT_816,3/9/2023 22:00,162.169,162.272,162.069,162.224,6306,162.2387
2023-3-10 03,SUPPORT_817,3/10/2023 3:00,162.195,162.266,162.022,162.113,4391,162.3141
2023-3-10 04,SUPPORT_817,3/10/2023 4:00,162.114,163.177,161.942,162.941,7126,162.3476
2023-3-10 09,SUPPORT_818,3/10/2023 9:00,163.119,163.364,162.928,163.072,7970,162.6894
2023-3-10 10,SUPPORT_818,3/10/2023 10:00,163.085,163.187,162.49,163.108,9167,162.7719
2023-3-10 17,SUPPORT_819,3/10/2023 17:00,162.875,162.997,162.358,162.474,12402,163.439
2023-3-10 18,SUPPORT_819,3/10/2023 18:00,162.478,163.071,162.445,162.623,10977,163.389
2023-3-10 21,SUPPORT_820,3/10/2023 21:00,162.185,162.24,162.002,162.165,7491,163.0581
2023-3-10 22,SUPPORT_820,3/10/2023 22:00,162.161,162.243,162.033,162.172,5621,162.8714
2023-3-10 23,SUPPORT_821,3/10/2023 23:00,162.166,162.591,162.128,162.511,2478,162.7208
2023-3-13 00,SUPPORT_821,3/13/2023 0:00,161.821,162.653,161.435,162.406,4716,162.5656
2023-3-13 02,SUPPORT_822,3/13/2023 2:00,162.983,162.983,162.183,162.239,6390,162.424
2023-3-13 03,SUPPORT_822,3/13/2023 3:00,162.236,162.575,162.103,162.455,4585,162.4221
2023-3-13 14,SUPPORT_823,3/13/2023 14:00,160.805,161.004,160.035,160.341,13432,161.8646
2023-3-13 15,SUPPORT_823,3/13/2023 15:00,160.346,160.992,160.288,160.919,12221,161.6979
2023-3-14 01,SUPPORT_824,3/14/2023 1:00,162.22,162.325,161.925,161.931,2752,162.1036
2023-3-14 02,SUPPORT_824,3/14/2023 2:00,161.932,162.15,161.859,162.04,5380,162.1638
2023-3-14 09,SUPPORT_825,3/14/2023 9:00,162.542,162.745,162.144,162.326,9299,162.3993
2023-3-14 10,SUPPORT_825,3/14/2023 10:00,162.323,163.249,162.304,163.131,10754,162.4905
2023-3-14 12,SUPPORT_826,3/14/2023 12:00,163.136,163.245,162.761,162.839,7873,162.6909
2023-3-14 13,SUPPORT_826,3/14/2023 13:00,162.834,163.28,162.726,163.23,7935,162.7655
2023-3-14 17,SUPPORT_827,3/14/2023 17:00,163.502,163.564,162.973,163.14,8677,163.1172
2023-3-14 18,SUPPORT_827,3/14/2023 18:00,163.141,163.597,163.125,163.365,8330,163.1996
2023-3-14 23,SUPPORT_828,3/14/2023 23:00,163.15,163.228,163.048,163.121,1468,163.3861
2023-3-15 00,SUPPORT_828,3/15/2023 0:00,163.127,163.242,163.089,163.162,6595,163.3585
2023-3-15 04,SUPPORT_829,3/15/2023 4:00,163.371,163.377,163.197,163.309,4061,163.3109
2023-3-15 05,SUPPORT_829,3/15/2023 5:00,163.311,163.439,163.299,163.418,2989,163.3006
2023-3-15 18,SUPPORT_830,3/15/2023 18:00,159.786,159.798,159.207,159.411,8514,161.2445
2023-3-15 19,SUPPORT_830,3/15/2023 19:00,159.409,160.409,159.387,160.39,7998,160.8873
2023-3-16 01,SUPPORT_831,3/16/2023 1:00,160.743,160.801,160.247,160.368,2707,160.4398
2023-3-16 02,SUPPORT_831,3/16/2023 2:00,160.371,161.052,160.015,160.999,5996,160.4969
2023-3-16 05,SUPPORT_832,3/16/2023 5:00,160.333,160.438,160.202,160.276,3084,160.6539
2023-3-16 06,SUPPORT_832,3/16/2023 6:00,160.277,160.399,160.103,160.371,2859,160.5719
2023-3-16 14,SUPPORT_833,3/16/2023 14:00,159.771,159.954,159.387,159.556,10566,160.2593
2023-3-16 15,SUPPORT_833,3/16/2023 15:00,159.552,160.018,158.556,159.972,12217,160.2289
2023-3-17 02,SUPPORT_834,3/17/2023 2:00,161.489,161.689,161.488,161.561,3306,161.6292
2023-3-17 03,SUPPORT_834,3/17/2023 3:00,161.561,161.702,161.463,161.661,4526,161.687
