2025.02.26,11:50,2914.21,2914.99,2913.80,2913.88,266
2025.02.26,11:55,2913.84,2913.93,2912.11,2913.02,359
2025.02.26,12:00,2913.03,2914.41,2913.03,2914.14,709
2025.02.26,12:05,2914.17,2916.63,2914.13,2915.49,706
2025.02.26,12:10,2915.44,2915.84,2914.44,2914.68,261
2025.02.26,12:15,2914.67,2915.28,2914.18,2914.84,345
2025.02.26,12:20,2914.90,2915.15,2913.01,2913.46,349
2025.02.26,12:25,2913.41,2914.57,2913.32,2913.99,316
2025.02.26,12:30,2914.04,2914.58,2913.13,2914.15,546
2025.02.26,12:35,2914.20,2914.34,2913.30,2913.38,418
2025.02.26,12:40,2913.39,2913.78,2912.81,2913.10,197
2025.02.26,12:45,2913.11,2913.58,2911.69,2911.72,212
2025.02.26,12:50,2911.66,2912.96,2910.80,2911.69,511
2025.02.26,12:55,2911.67,2912.63,2911.53,2912.52,373
2025.02.26,13:00,2912.50,2914.01,2912.44,2913.45,543
2025.02.26,13:05,2913.35,2913.88,2912.88,2913.78,338
2025.02.26,13:10,2913.77,2913.77,2912.84,2913.14,430
2025.02.26,13:15,2913.02,2913.31,2912.46,2912.92,489
2025.02.26,13:20,2912.83,2912.95,2912.45,2912.67,357
2025.02.26,13:25,2912.66,2913.19,2911.91,2912.78,314
2025.02.26,13:30,2912.80,2914.04,2912.46,2913.87,458
2025.02.26,13:35,2913.91,2914.66,2913.64,2914.57,386
2025.02.26,13:40,2914.57,2915.17,2914.37,2914.82,326
2025.02.26,13:45,2914.83,2915.30,2914.32,2915.06,385
2025.02.26,13:50,2915.06,2915.06,2913.10,2913.15,395
2025.02.26,13:55,2913.14,2913.73,2912.50,2913.44,357
2025.02.26,14:00,2913.44,2914.13,2913.33,2914.08,347
2025.02.26,14:05,2914.13,2915.38,2914.06,2914.74,442
2025.02.26,14:10,2914.77,2914.77,2913.48,2914.17,492
2025.02.26,14:15,2914.12,2914.39,2913.30,2913.50,273
2025.02.26,14:20,2913.39,2913.51,2912.10,2912.22,587
2025.02.26,14:25,2912.21,2912.46,2910.01,2910.99,749
2025.02.26,14:30,2910.86,2913.20,2910.82,2912.91,734
2025.02.26,14:35,2912.92,2913.85,2912.82,2913.53,422
2025.02.26,14:40,2913.51,2913.73,2912.31,2912.84,483
2025.02.26,14:45,2912.81,2913.66,2912.49,2912.90,466
2025.02.26,14:50,2912.90,2913.55,2912.07,2913.21,613
2025.02.26,14:55,2913.21,2915.10,2913.20,2913.81,812
2025.02.26,15:00,2913.79,2915.02,2911.39,2912.79,1411
2025.02.26,15:05,2912.78,2913.83,2911.40,2913.09,1007
2025.02.26,15:10,2913.09,2913.35,2910.04,2911.80,985
2025.02.26,15:15,2911.83,2912.43,2910.12,2910.12,829
2025.02.26,15:20,2910.25,2912.72,2910.04,2911.27,1188
2025.02.26,15:25,2911.27,2913.29,2910.42,2913.20,1236
2025.02.26,15:30,2913.25,2913.30,2911.33,2911.91,1043
2025.02.26,15:35,2911.79,2912.56,2910.51,2911.03,1068
2025.02.26,15:40,2911.04,2912.26,2909.28,2910.67,1010
2025.02.26,15:45,2910.67,2911.57,2909.95,2910.40,636
2025.02.26,15:50,2910.44,2910.45,2908.05,2908.21,730
2025.02.26,15:55,2908.16,2908.36,2905.36,2905.80,1379
2025.02.26,16:00,2905.83,2906.05,2901.77,2902.86,1516
2025.02.26,16:05,2902.87,2905.14,2896.56,2899.26,1724
2025.02.26,16:10,2899.22,2899.22,2892.28,2896.19,1853
2025.02.26,16:15,2896.11,2896.65,2892.76,2894.72,1403
2025.02.26,16:20,2894.61,2896.73,2892.93,2893.00,1459
2025.02.26,16:25,2892.99,2896.69,2892.81,2894.88,1456
2025.02.26,16:30,2894.89,2896.71,2890.71,2893.86,1954
2025.02.26,16:35,2894.07,2895.71,2891.74,2891.91,1855
2025.02.26,16:40,2892.00,2895.16,2891.02,2895.08,1936
2025.02.26,16:45,2895.08,2903.77,2895.08,2902.08,1980
2025.02.26,16:50,2901.92,2905.35,2901.66,2904.28,1881
2025.02.26,16:55,2904.24,2904.70,2900.43,2901.35,1286
2025.02.26,17:00,2901.38,2902.69,2898.51,2900.51,1612
2025.02.26,17:05,2900.59,2905.75,2900.39,2905.31,1237
2025.02.26,17:10,2905.32,2907.44,2904.75,2905.23,1515
2025.02.26,17:15,2905.26,2908.40,2905.26,2907.38,1483
2025.02.26,17:20,2907.38,2908.67,2905.98,2908.63,1373
2025.02.26,17:25,2908.63,2912.00,2908.63,2911.12,1360
2025.02.26,17:30,2911.36,2912.05,2907.52,2908.40,1088
2025.02.26,17:35,2908.38,2909.94,2906.42,2909.53,988
2025.02.26,17:40,2909.55,2910.99,2909.37,2909.85,947
2025.02.26,17:45,2909.85,2911.10,2908.91,2910.30,788
2025.02.26,17:50,2910.36,2913.38,2910.36,2912.02,973
2025.02.26,17:55,2912.03,2914.22,2912.03,2913.20,920
2025.02.26,18:00,2913.26,2916.61,2912.40,2916.55,1386
2025.02.26,18:05,2916.53,2916.59,2911.84,2911.85,1179
2025.02.26,18:10,2911.81,2913.40,2909.99,2913.33,924
2025.02.26,18:15,2913.31,2914.10,2911.01,2912.23,1079
2025.02.26,18:20,2912.26,2913.21,2911.41,2912.28,745
2025.02.26,18:25,2912.24,2912.50,2909.76,2910.80,816
2025.02.26,18:30,2910.81,2912.92,2910.81,2911.63,730
2025.02.26,18:35,2911.66,2914.87,2911.59,2914.46,706
2025.02.26,18:40,2914.44,2915.13,2913.61,2914.42,796
2025.02.26,18:45,2914.43,2914.69,2911.53,2911.66,907
2025.02.26,18:50,2911.67,2914.44,2910.78,2914.44,763
2025.02.26,18:55,2914.35,2914.35,2912.91,2913.06,813
2025.02.26,19:00,2913.06,2914.69,2912.43,2914.40,691
