2025.02.13,04:45,2908.25,2908.83,2906.58,2908.60,2219
2025.02.13,05:00,2908.62,2908.93,2907.13,2908.47,1648
2025.02.13,05:15,2908.47,2917.09,2908.40,2914.98,3378
2025.02.13,05:30,2915.05,2917.63,2914.04,2916.57,2059
2025.02.13,05:45,2916.58,2917.93,2916.07,2916.35,1407
2025.02.13,06:00,2916.35,2918.43,2916.01,2918.32,1963
2025.02.13,06:15,2918.34,2918.36,2916.05,2917.37,1434
2025.02.13,06:30,2917.38,2918.76,2916.52,2917.19,1692
2025.02.13,06:45,2917.17,2919.10,2916.61,2918.32,1222
2025.02.13,07:00,2918.39,2920.40,2917.68,2919.86,1528
2025.02.13,07:15,2919.85,2922.61,2919.74,2922.29,1686
2025.02.13,07:30,2922.34,2922.36,2920.09,2920.74,2163
2025.02.13,07:45,2920.71,2920.87,2916.49,2917.91,2846
2025.02.13,08:00,2917.90,2918.73,2914.42,2917.15,3389
2025.02.13,08:15,2917.20,2917.84,2915.21,2916.03,2919
2025.02.13,08:30,2915.94,2915.94,2912.49,2914.03,3360
2025.02.13,08:45,2913.98,2916.10,2913.45,2915.92,2090
2025.02.13,09:00,2915.88,2917.38,2914.20,2916.28,2076
2025.02.13,09:15,2916.27,2917.76,2914.42,2916.11,2286
2025.02.13,09:30,2916.38,2920.29,2913.05,2915.46,3477
2025.02.13,09:45,2915.44,2918.55,2914.25,2914.31,2767
2025.02.13,10:00,2914.32,2917.97,2910.53,2910.53,3145
2025.02.13,10:15,2910.55,2915.27,2910.39,2912.14,3172
2025.02.13,10:30,2912.20,2913.87,2909.42,2911.61,2443
2025.02.13,10:45,2911.59,2913.50,2910.55,2911.51,2109
2025.02.13,11:00,2911.53,2913.92,2909.76,2912.69,2436
2025.02.13,11:15,2912.63,2914.51,2912.23,2913.74,2118
2025.02.13,11:30,2913.74,2914.86,2912.69,2913.98,1870
2025.02.13,11:45,2914.00,2918.14,2913.98,2915.15,2532
2025.02.13,12:00,2915.13,2917.84,2913.80,2916.89,1762
2025.02.13,12:15,2916.85,2917.95,2915.25,2915.83,1113
2025.02.13,12:30,2915.79,2918.12,2915.25,2917.97,1627
2025.02.13,12:45,2917.99,2919.28,2917.05,2917.92,1775
2025.02.13,13:00,2917.93,2918.11,2916.43,2917.52,2202
2025.02.13,13:15,2917.53,2918.18,2915.69,2916.76,1591
2025.02.13,13:30,2916.77,2918.06,2916.26,2917.74,1888
2025.02.13,13:45,2917.77,2918.11,2915.31,2917.73,3638
2025.02.13,14:00,2917.73,2920.28,2915.57,2919.38,2448
2025.02.13,14:15,2919.37,2919.57,2917.14,2917.74,1981
2025.02.13,14:30,2917.75,2921.19,2917.75,2919.68,2379
2025.02.13,14:45,2919.66,2920.12,2916.98,2917.57,2485
2025.02.13,15:00,2917.57,2917.81,2912.79,2915.29,4320
2025.02.13,15:15,2915.27,2916.52,2910.94,2911.36,3631
2025.02.13,15:30,2911.34,2917.60,2908.16,2912.60,5680
2025.02.13,15:45,2912.60,2913.04,2905.71,2908.38,4509
2025.02.13,16:00,2908.39,2912.96,2906.32,2911.62,3920
2025.02.13,16:15,2911.51,2913.40,2908.90,2909.11,4086
2025.02.13,16:30,2909.14,2916.25,2907.75,2914.22,4618
2025.02.13,16:45,2913.96,2917.27,2913.17,2915.06,3552
2025.02.13,17:00,2915.07,2919.01,2914.48,2918.69,4016
