Datetimetry,Date,Time,Open,High,Low,Close,Volume,MA_10
2024.07.23 03,2024.07.23,3:00:00,202.491,202.543,201.953,202.073,2539,202.76
2024.07.23 04,2024.07.23,4:00:00,202.079,202.207,201.981,202.068,2056,202.67
2024.07.23 05,2024.07.23,5:00:00,202.066,202.217,202.004,202.06,1876,202.57
2024.07.23 06,2024.07.23,6:00:00,202.056,202.285,201.926,202.269,3068,202.49
2024.07.23 07,2024.07.23,7:00:00,202.272,202.37,201.427,201.545,4055,202.35
2024.07.23 08,2024.07.23,8:00:00,201.539,201.621,201.324,201.613,3937,202.21
2024.07.23 09,2024.07.23,9:00:00,201.615,201.694,201.265,201.343,2750,202.06
2024.07.23 10,2024.07.23,10:00:00,201.347,201.438,201.142,201.331,2593,201.94
2024.07.23 11,2024.07.23,11:00:00,201.325,201.634,201.313,201.619,2499,201.84
2024.07.23 12,2024.07.23,12:00:00,201.618,201.829,201.287,201.359,3121,201.73
2024.07.23 13,2024.07.23,13:00:00,201.364,201.676,201.33,201.538,2842,201.67
2024.07.23 14,2024.07.23,14:00:00,201.539,201.66,201.318,201.33,2850,201.60
2024.07.23 15,2024.07.23,15:00:00,201.335,201.531,201.335,201.48,2186,201.54
2024.07.23 16,2024.07.23,16:00:00,201.479,201.519,201.029,201.11,1901,201.43
2024.07.23 17,2024.07.23,17:00:00,201.106,201.142,200.771,200.942,2184,201.37
2024.07.23 18,2024.07.23,18:00:00,200.938,201.004,200.808,200.814,1339,201.29
2024.07.23 19,2024.07.23,19:00:00,200.816,200.856,200.736,200.803,1079,201.23
2024.07.23 20,2024.07.23,20:00:00,200.801,200.858,200.738,200.778,958,201.18
2024.07.23 21,2024.07.23,21:00:00,200.748,200.807,200.65,200.803,794,201.10
2024.07.23 22,2024.07.23,22:00:00,200.775,200.813,200.684,200.813,1075,201.04
2024.07.23 23,2024.07.23,23:00:00,200.831,201.035,200.821,200.935,1219,200.98
2024.07.24 00,2024.07.24,0:00:00,200.941,201.167,200.932,200.956,2325,200.94
2024.07.24 01,2024.07.24,1:00:00,200.958,201.021,200.127,200.201,4798,200.82
2024.07.24 02,2024.07.24,2:00:00,200.196,200.449,200.106,200.112,2315,200.72
2024.07.24 03,2024.07.24,3:00:00,200.113,200.161,199.829,199.847,3160,200.61
2024.07.24 04,2024.07.24,4:00:00,199.848,199.86,199.155,199.243,4096,200.45
2024.07.24 05,2024.07.24,5:00:00,199.248,199.567,198.953,199.397,3476,200.31
2024.07.24 06,2024.07.24,6:00:00,199.392,199.398,198.982,199.192,4246,200.15
2024.07.24 07,2024.07.24,7:00:00,199.187,199.772,199.067,199.217,4350,199.99
2024.07.24 08,2024.07.24,8:00:00,199.213,199.795,199.111,199.709,3275,199.88
2024.07.24 09,2024.07.24,9:00:00,199.706,199.815,198.932,199.791,4445,199.77
2024.07.24 10,2024.07.24,10:00:00,199.797,199.81,199.392,199.483,2760,199.62
2024.07.24 11,2024.07.24,11:00:00,199.484,199.491,198.959,199.184,2906,199.52
2024.07.24 12,2024.07.24,12:00:00,199.186,199.241,198.746,198.841,4291,199.39
2024.07.24 13,2024.07.24,13:00:00,198.847,198.982,198.227,198.306,4925,199.24
2024.07.24 14,2024.07.24,14:00:00,198.31,198.538,197.759,197.986,6029,199.11
2024.07.24 15,2024.07.24,15:00:00,197.981,198.384,197.981,198.206,3553,198.99
2024.07.24 16,2024.07.24,16:00:00,198.211,198.466,198.178,198.37,2548,198.91
2024.07.24 17,2024.07.24,17:00:00,198.373,198.753,198.347,198.704,2279,198.86
2024.07.24 18,2024.07.24,18:00:00,198.705,198.792,198.581,198.723,2194,198.76
2024.07.24 19,2024.07.24,19:00:00,198.717,198.8,198.622,198.678,1792,198.65
2024.07.24 20,2024.07.24,20:00:00,198.685,198.705,198.33,198.345,732,198.53
2024.07.24 21,2024.07.24,21:00:00,198.379,198.533,198.223,198.411,1190,198.46
2024.07.24 22,2024.07.24,22:00:00,198.42,198.437,198.077,198.148,1739,198.39
2024.07.24 23,2024.07.24,23:00:00,198.166,198.566,198.158,198.513,2319,198.41
2024.07.25 00,2024.07.25,0:00:00,198.509,198.574,197.097,197.611,7275,198.37
2024.07.25 01,2024.07.25,1:00:00,197.616,197.745,196.849,197.023,5136,198.25
2024.07.25 02,2024.07.25,2:00:00,197.024,197.14,196.559,196.736,3576,198.09
2024.07.25 03,2024.07.25,3:00:00,196.735,196.735,196.257,196.371,3853,197.86
2024.07.25 04,2024.07.25,4:00:00,196.37,196.725,196.37,196.697,2699,197.65
2024.07.25 05,2024.07.25,5:00:00,196.701,197.138,196.659,196.958,3302,197.48
2024.07.25 06,2024.07.25,6:00:00,196.953,197.01,196.537,196.924,4183,197.34
2024.07.25 07,2024.07.25,7:00:00,196.919,197.055,195.926,196.218,5935,197.12
2024.07.25 08,2024.07.25,8:00:00,196.215,196.819,195.967,196.765,5328,196.98
2024.07.25 09,2024.07.25,9:00:00,196.764,196.798,196.178,196.245,3610,196.75
2024.07.25 10,2024.07.25,10:00:00,196.24,196.309,195.857,195.97,3261,196.59
2024.07.25 11,2024.07.25,11:00:00,195.965,196.579,195.923,196.576,3220,196.55
2024.07.25 12,2024.07.25,12:00:00,196.571,197.907,196.362,197.645,6720,196.64
2024.07.25 13,2024.07.25,13:00:00,197.64,198.46,197.51,197.834,8503,196.78
2024.07.25 14,2024.07.25,14:00:00,197.839,198.095,197.249,197.84,6844,196.90
2024.07.25 15,2024.07.25,15:00:00,197.834,198.492,197.813,198.331,4472,197.03
2024.07.25 16,2024.07.25,16:00:00,198.333,198.796,198.292,198.421,3832,197.18
2024.07.25 17,2024.07.25,17:00:00,198.423,198.454,198.004,198.234,3800,197.39
2024.07.25 18,2024.07.25,18:00:00,198.236,198.263,197.742,197.742,2804,197.48
2024.07.25 19,2024.07.25,19:00:00,197.749,197.978,197.659,197.78,2160,197.64
2024.07.25 20,2024.07.25,20:00:00,197.777,197.946,197.635,197.793,1245,197.82
2024.07.25 21,2024.07.25,21:00:00,197.712,197.816,197.661,197.795,930,197.94
2024.07.25 22,2024.07.25,22:00:00,197.796,197.871,197.709,197.788,1336,197.96
2024.07.25 23,2024.07.25,23:00:00,197.806,197.81,197.176,197.577,4111,197.93
2024.07.26 00,2024.07.26,0:00:00,197.571,198.17,197.209,197.878,4963,197.93
2024.07.26 01,2024.07.26,1:00:00,197.873,198.096,197.347,197.549,3998,197.86
2024.07.26 02,2024.07.26,2:00:00,197.544,198.008,197.519,197.936,2686,197.81
2024.07.26 03,2024.07.26,3:00:00,197.931,197.931,197.732,197.786,1795,197.76
2024.07.26 04,2024.07.26,4:00:00,197.78,197.88,197.584,197.678,1909,197.76
2024.07.26 05,2024.07.26,5:00:00,197.676,197.833,197.452,197.625,2566,197.74
2024.07.26 06,2024.07.26,6:00:00,197.621,197.739,197.444,197.554,3426,197.72
2024.07.26 07,2024.07.26,7:00:00,197.549,198.375,197.468,197.988,3749,197.74
2024.07.26 08,2024.07.26,8:00:00,197.991,198.655,197.924,198.512,3799,197.81
2024.07.26 09,2024.07.26,9:00:00,198.507,198.589,198.198,198.442,2812,197.89
2024.07.26 10,2024.07.26,10:00:00,198.441,199.003,198.327,198.957,2753,198.00
2024.07.26 11,2024.07.26,11:00:00,198.952,199.128,198.823,199.001,2945,198.15
2024.07.26 12,2024.07.26,12:00:00,199.006,199.017,198.241,198.418,4954,198.20
2024.07.26 13,2024.07.26,13:00:00,198.417,198.417,197.733,197.898,5915,198.21
2024.07.26 14,2024.07.26,14:00:00,197.89,198.23,196.885,197.281,7366,198.17
2024.07.26 15,2024.07.26,15:00:00,197.283,197.905,197.266,197.899,3498,198.20
2024.07.26 16,2024.07.26,16:00:00,197.897,198.017,197.773,197.981,2344,198.24
2024.07.26 17,2024.07.26,17:00:00,197.986,198.078,197.782,197.898,2005,198.23
2024.07.26 18,2024.07.26,18:00:00,197.897,198.016,197.84,197.869,1913,198.16
2024.07.26 19,2024.07.26,19:00:00,197.868,197.942,197.794,197.917,1497,198.11
2024.07.26 20,2024.07.26,20:00:00,197.918,197.955,197.788,197.831,903,198.00
2024.07.28 21,2024.07.28,21:05:00,197.659,197.89,197.646,197.824,1118,197.88
2024.07.28 22,2024.07.28,22:05:00,197.83,198.274,197.705,198.233,2131,197.86
2024.07.28 23,2024.07.28,23:05:00,198.231,198.447,198.147,198.329,1985,197.91
2024.07.29 00,2024.07.29,0:00:00,198.333,198.601,197.856,197.979,4547,197.98
2024.07.29 01,2024.07.29,1:00:00,197.984,198.117,197.407,197.651,4537,197.95
2024.07.29 02,2024.07.29,2:00:00,197.65,197.787,197.191,197.642,3698,197.92
2024.07.29 03,2024.07.29,3:00:00,197.647,197.989,197.553,197.726,2422,197.90
2024.07.29 04,2024.07.29,4:00:00,197.731,197.814,197.405,197.513,2629,197.86
2024.07.29 05,2024.07.29,5:00:00,197.514,197.789,197.377,197.423,2822,197.82
2024.07.29 06,2024.07.29,6:00:00,197.417,197.516,197.085,197.318,3552,197.76
2024.07.29 07,2024.07.29,7:00:00,197.319,197.462,196.965,197.14,4440,197.70
2024.07.29 08,2024.07.29,8:00:00,197.136,197.217,196.828,196.915,3990,197.56
2024.07.29 09,2024.07.29,9:00:00,196.912,197.3,196.772,197.249,3076,197.46
2024.07.29 10,2024.07.29,10:00:00,197.25,197.593,197.156,197.393,2937,197.40
2024.07.29 11,2024.07.29,11:00:00,197.394,197.493,197.189,197.305,2640,197.36
2024.07.29 12,2024.07.29,12:00:00,197.31,197.724,197.167,197.551,3379,197.35
2024.07.29 13,2024.07.29,13:00:00,197.552,198.046,197.313,197.95,3980,197.38
2024.07.29 14,2024.07.29,14:00:00,197.945,197.977,197.575,197.887,3748,197.41
2024.07.29 15,2024.07.29,15:00:00,197.886,197.944,197.684,197.838,2853,197.45
2024.07.29 16,2024.07.29,16:00:00,197.835,198.034,197.825,197.871,2054,197.51
2024.07.29 17,2024.07.29,17:00:00,197.876,198.14,197.866,198.105,1745,197.61
2024.07.29 18,2024.07.29,18:00:00,198.102,198.107,197.989,198.082,1601,197.72
2024.07.29 19,2024.07.29,19:00:00,198.076,198.155,198.042,198.08,1380,197.81
2024.07.29 20,2024.07.29,20:00:00,198.067,198.096,198.016,198.066,715,197.87
2024.07.29 21,2024.07.29,21:00:00,198.05,198.071,197.912,198.066,1204,197.95
2024.07.29 22,2024.07.29,22:00:00,198.027,198.135,198.009,198.119,1262,198.01
2024.07.29 23,2024.07.29,23:00:00,198.149,198.154,197.768,197.817,2042,197.99
2024.07.30 00,2024.07.30,0:00:00,197.813,198.012,197.481,197.886,2856,197.99
2024.07.30 01,2024.07.30,1:00:00,197.883,198.197,197.679,197.824,3173,197.99
2024.07.30 02,2024.07.30,2:00:00,197.82,198.019,197.796,197.928,2014,198.00
2024.07.30 03,2024.07.30,3:00:00,197.925,198.126,197.893,198.055,1894,197.99
2024.07.30 04,2024.07.30,4:00:00,198.06,198.583,198.051,198.561,2236,198.04
2024.07.30 05,2024.07.30,5:00:00,198.56,198.836,198.544,198.719,3019,198.10
2024.07.30 06,2024.07.30,6:00:00,198.714,199.461,198.575,199.292,3641,198.23
2024.07.30 07,2024.07.30,7:00:00,199.288,199.409,198.901,199.05,4083,198.33
2024.07.30 08,2024.07.30,8:00:00,199.054,199.228,198.784,198.883,3485,198.40
2024.07.30 09,2024.07.30,9:00:00,198.888,199.256,198.888,199.113,2634,198.53
2024.07.30 10,2024.07.30,10:00:00,199.118,199.207,198.876,198.908,2091,198.63
2024.07.30 11,2024.07.30,11:00:00,198.907,199.077,198.793,198.941,1928,198.75
2024.07.30 12,2024.07.30,12:00:00,198.943,199.034,198.691,198.758,2928,198.83
2024.07.30 13,2024.07.30,13:00:00,198.753,198.761,198.088,198.256,4964,198.85
2024.07.30 14,2024.07.30,14:00:00,198.246,198.413,198.084,198.3,4603,198.82
2024.07.30 15,2024.07.30,15:00:00,198.301,198.318,197.102,197.196,8432,198.67
2024.07.30 16,2024.07.30,16:00:00,197.193,197.386,196.553,196.655,4691,198.41
2024.07.30 17,2024.07.30,17:00:00,196.648,196.76,196.345,196.598,4538,198.16
2024.07.30 18,2024.07.30,18:00:00,196.594,196.886,196.488,196.668,2756,197.94
2024.07.30 19,2024.07.30,19:00:00,196.673,196.752,196.59,196.643,1845,197.69
2024.07.30 20,2024.07.30,20:00:00,196.647,196.662,195.928,196.046,1896,197.41
2024.07.30 21,2024.07.30,21:00:00,195.982,196.089,195.815,195.834,1338,197.10
2024.07.30 22,2024.07.30,22:00:00,195.784,196.424,195.559,196.193,2683,196.84
2024.07.30 23,2024.07.30,23:00:00,196.22,196.342,195.699,195.97,3831,196.61
2024.07.31 00,2024.07.31,0:00:00,195.968,196.016,195.329,195.659,5413,196.35
2024.07.31 01,2024.07.31,1:00:00,195.653,195.857,195.362,195.724,4008,196.20
2024.07.31 02,2024.07.31,2:00:00,195.723,196.891,195.641,196.416,5683,196.18
2024.07.31 03,2024.07.31,3:00:00,196.411,197.529,194.764,197.268,8710,196.24
2024.07.31 04,2024.07.31,4:00:00,197.261,197.597,195.775,195.962,10392,196.17
2024.07.31 05,2024.07.31,5:00:00,195.956,196.677,195.85,196.353,4720,196.14
2024.07.31 06,2024.07.31,6:00:00,196.346,196.515,195.445,195.459,6325,196.08
2024.07.31 07,2024.07.31,7:00:00,195.464,195.603,193.475,193.774,10710,195.88
2024.07.31 08,2024.07.31,8:00:00,193.772,193.835,192.504,193.622,11327,195.62
2024.07.31 09,2024.07.31,9:00:00,193.623,193.638,192.938,192.999,5129,195.32
2024.07.31 10,2024.07.31,10:00:00,192.994,193.3,192.716,193.259,4791,195.08
2024.07.31 11,2024.07.31,11:00:00,193.254,193.359,192.634,192.752,5000,194.79
2024.07.31 12,2024.07.31,12:00:00,192.757,193.303,192.457,193.134,7364,194.46
2024.07.31 13,2024.07.31,13:00:00,193.132,193.184,192.368,192.368,5510,193.97
2024.07.31 14,2024.07.31,14:00:00,192.361,193.447,192.157,193.201,6647,193.69
2024.07.31 15,2024.07.31,15:00:00,193.195,193.411,192.984,193.073,4912,193.36
2024.07.31 16,2024.07.31,16:00:00,193.072,193.333,193.045,193.255,3397,193.14
2024.07.31 17,2024.07.31,17:00:00,193.257,193.749,193.205,193.608,2956,193.13
2024.07.31 18,2024.07.31,18:00:00,193.601,193.965,193.254,193.392,6727,193.10
2024.07.31 19,2024.07.31,19:00:00,193.399,193.492,192.395,192.511,6576,193.06
2024.07.31 20,2024.07.31,20:00:00,192.515,193.181,192.436,192.627,2101,192.99
2024.07.31 21,2024.07.31,21:00:00,192.646,192.76,192.58,192.645,1346,192.98
2024.07.31 22,2024.07.31,22:00:00,192.583,193.028,192.503,193.028,1716,192.97
2024.07.31 23,2024.07.31,23:00:00,193.061,193.244,192.378,192.514,3034,192.99
2024.08.01 00,2024.08.01,0:00:00,192.519,192.643,191.973,192.077,6315,192.87
2024.08.01 01,2024.08.01,1:00:00,192.081,192.115,190.961,191.724,7340,192.74
2024.08.01 02,2024.08.01,2:00:00,191.728,192.502,191.525,192.464,5920,192.66
2024.08.01 03,2024.08.01,3:00:00,192.469,192.497,192.028,192.229,4423,192.52
2024.08.01 04,2024.08.01,4:00:00,192.224,192.385,192.005,192.336,4032,192.42
2024.08.01 05,2024.08.01,5:00:00,192.338,192.736,192.248,192.412,4645,192.41
2024.08.01 06,2024.08.01,6:00:00,192.406,192.508,192.109,192.129,6357,192.36
2024.08.01 07,2024.08.01,7:00:00,192.128,192.158,191.582,191.702,5921,192.26
2024.08.01 08,2024.08.01,8:00:00,191.697,191.728,190.974,191.288,6407,192.09
2024.08.01 09,2024.08.01,9:00:00,191.293,191.331,191.003,191.253,4369,191.96
2024.08.01 10,2024.08.01,10:00:00,191.254,192.014,191.254,191.722,3912,191.93
2024.08.01 11,2024.08.01,11:00:00,191.69,192.638,191.26,192.557,5229,192.01
2024.08.01 12,2024.08.01,12:00:00,192.561,193.244,192.419,193.239,6004,192.09
2024.08.01 13,2024.08.01,13:00:00,193.24,193.24,192.464,192.958,5828,192.16
2024.08.01 14,2024.08.01,14:00:00,192.94,192.968,191.809,191.942,7107,192.12
2024.08.01 15,2024.08.01,15:00:00,191.939,191.991,191.494,191.58,4814,192.04
2024.08.01 16,2024.08.01,16:00:00,191.583,191.764,190.986,191.171,4049,191.94
2024.08.01 17,2024.08.01,17:00:00,191.174,191.23,190.64,190.877,3497,191.86
2024.08.01 18,2024.08.01,18:00:00,190.872,190.915,190.33,190.341,3320,191.76
2024.08.01 19,2024.08.01,19:00:00,190.343,190.915,190.299,190.799,2929,191.72
2024.08.01 20,2024.08.01,20:00:00,190.813,190.814,190.151,190.219,1943,191.57
2024.08.01 21,2024.08.01,21:00:00,190.156,190.23,190.089,190.18,1341,191.33
2024.08.01 22,2024.08.01,22:00:00,190.153,190.24,189.643,190.112,2412,191.02
2024.08.01 23,2024.08.01,23:00:00,190.137,190.139,189.573,189.905,3983,190.71
2024.08.02 00,2024.08.02,0:00:00,189.9,190.113,189.507,190.051,5557,190.52
2024.08.02 01,2024.08.02,1:00:00,190.054,190.503,190.002,190.206,4907,190.39
2024.08.02 02,2024.08.02,2:00:00,190.211,190.408,189.732,190.268,3705,190.30
2024.08.02 03,2024.08.02,3:00:00,190.272,190.366,190.038,190.149,2791,190.22
2024.08.02 04,2024.08.02,4:00:00,190.146,190.311,189.917,189.927,2994,190.18
2024.08.02 05,2024.08.02,5:00:00,189.921,190.108,189.575,189.664,3537,190.07
2024.08.02 06,2024.08.02,6:00:00,189.66,190.087,189.378,189.424,5134,189.99
2024.08.02 07,2024.08.02,7:00:00,189.419,189.76,188.983,189.685,6161,189.94
2024.08.02 08,2024.08.02,8:00:00,189.686,189.885,189.384,189.831,4965,189.91
2024.08.02 09,2024.08.02,9:00:00,189.827,189.883,189.523,189.65,3481,189.89
2024.08.02 10,2024.08.02,10:00:00,189.651,189.782,189.437,189.508,3700,189.83
2024.08.02 11,2024.08.02,11:00:00,189.514,190.006,189.513,189.846,3500,189.80
2024.08.02 12,2024.08.02,12:00:00,189.848,190.053,187.57,188.745,10782,189.64
2024.08.02 13,2024.08.02,13:00:00,188.749,189.879,188.625,188.709,10515,189.50
2024.08.02 14,2024.08.02,14:00:00,188.71,189.091,187.67,187.829,10944,189.29
2024.08.02 15,2024.08.02,15:00:00,187.834,188.282,187.37,188.08,7374,189.13
2024.08.02 16,2024.08.02,16:00:00,188.079,188.572,187.642,187.787,6646,188.97
2024.08.02 17,2024.08.02,17:00:00,187.792,188.037,187.709,187.9,4094,188.79
2024.08.02 18,2024.08.02,18:00:00,187.895,188.069,187.543,187.586,3089,188.56
2024.08.02 19,2024.08.02,19:00:00,187.584,187.812,187.496,187.716,3060,188.37
2024.08.02 20,2024.08.02,20:00:00,187.704,187.768,187.521,187.582,1666,188.18
2024.08.04 21,2024.08.04,21:05:00,187.484,187.566,186.757,186.82,1427,187.88
2024.08.04 22,2024.08.04,22:05:00,186.838,187.404,186.714,187.094,2955,187.71
2024.08.04 23,2024.08.04,23:05:00,187.092,187.227,185.736,186.174,7550,187.46
2024.08.05 00,2024.08.05,0:00:00,186.168,186.534,185.658,186.028,11314,187.28
2024.08.05 01,2024.08.05,1:00:00,186.022,186.093,185.035,185.594,9617,187.03
2024.08.05 02,2024.08.05,2:00:00,185.588,186.204,185.468,185.731,6257,186.82
2024.08.05 03,2024.08.05,3:00:00,185.737,185.764,184.503,184.783,7206,186.51
2024.08.05 04,2024.08.05,4:00:00,184.781,184.871,181.965,183.249,16364,186.08
2024.08.05 05,2024.08.05,5:00:00,183.245,183.718,181.642,181.826,15357,185.49
2024.08.05 06,2024.08.05,6:00:00,181.821,182.486,180.089,181.883,18291,184.92
2024.08.05 07,2024.08.05,7:00:00,181.879,184.302,181.879,183.566,13782,184.59
2024.08.05 08,2024.08.05,8:00:00,183.557,183.666,181.537,181.737,9205,184.06
2024.08.05 09,2024.08.05,9:00:00,181.741,182.001,180.825,181.331,8900,183.57
2024.08.05 10,2024.08.05,10:00:00,181.323,181.711,180.69,181.637,6813,183.13
2024.08.05 11,2024.08.05,11:00:00,181.642,182.303,181.512,181.666,7259,182.74
2024.08.05 12,2024.08.05,12:00:00,181.662,181.953,180.942,181.398,9635,182.31
2024.08.05 13,2024.08.05,13:00:00,181.397,182.936,181.388,182.357,11620,182.07
2024.08.05 14,2024.08.05,14:00:00,182.364,183.836,181.851,182.007,14123,181.94
2024.08.05 15,2024.08.05,15:00:00,182.011,183.869,181.599,183.737,9901,182.13
2024.08.05 16,2024.08.05,16:00:00,183.74,185.171,183.689,184.067,9110,182.35
2024.08.05 17,2024.08.05,17:00:00,184.062,184.531,183.562,183.714,6291,182.37
2024.08.05 18,2024.08.05,18:00:00,183.717,183.992,182.916,183.003,5244,182.49
2024.08.05 19,2024.08.05,19:00:00,182.997,183.673,182.993,183.589,4257,182.72
