Datetimetry,Date,Time,Open,High,Low,Close,Volume,MA_10
2025.01.10 19,2025.01.10,19:00:00,192.839,192.898,192.679,192.753,3269,193.41
2025.01.10 20,2025.01.10,20:00:00,192.754,192.789,192.577,192.65,2911,193.24
2025.01.10 21,2025.01.10,21:00:00,192.658,192.659,192.492,192.521,1856,193.06
2025.01.12 22,2025.01.12,22:05:00,192.328,192.542,192.328,192.487,1500,192.85
2025.01.12 23,2025.01.12,23:05:00,192.464,192.691,192.423,192.691,1739,192.73
2025.01.13 00,2025.01.13,0:00:00,192.708,192.75,192.504,192.518,2648,192.64
2025.01.13 01,2025.01.13,1:00:00,192.521,192.602,191.709,191.941,3809,192.57
2025.01.13 02,2025.01.13,2:00:00,191.94,192.131,191.863,191.863,3082,192.50
2025.01.13 03,2025.01.13,3:00:00,191.858,191.911,191.108,191.153,3567,192.34
2025.01.13 04,2025.01.13,4:00:00,191.16,191.438,190.957,191.232,2930,192.18
2025.01.13 05,2025.01.13,5:00:00,191.234,191.262,190.833,191.195,2751,192.03
2025.01.13 06,2025.01.13,6:00:00,191.199,191.519,191.066,191.287,3370,191.89
2025.01.13 07,2025.01.13,7:00:00,191.283,191.455,190.792,191.124,5066,191.75
2025.01.13 08,2025.01.13,8:00:00,191.126,191.724,191.101,191.262,5833,191.63
2025.01.13 09,2025.01.13,9:00:00,191.259,191.293,190.071,190.201,6468,191.38
2025.01.13 10,2025.01.13,10:00:00,190.197,191.007,190.139,190.98,4693,191.22
2025.01.13 11,2025.01.13,11:00:00,190.984,191.1,190.488,190.507,4294,191.08
2025.01.13 12,2025.01.13,12:00:00,190.501,190.783,190.287,190.361,5174,190.93
2025.01.13 13,2025.01.13,13:00:00,190.365,190.933,190.287,190.856,5213,190.90
2025.01.13 14,2025.01.13,14:00:00,190.852,191.283,190.635,191.181,5470,190.90
2025.01.13 15,2025.01.13,15:00:00,191.182,191.536,191.042,191.397,5510,190.92
2025.01.13 16,2025.01.13,16:00:00,191.402,191.757,191.296,191.459,4617,190.93
2025.01.13 17,2025.01.13,17:00:00,191.458,191.622,191.418,191.52,3644,190.97
2025.01.13 18,2025.01.13,18:00:00,191.525,191.874,191.397,191.795,3302,191.03
2025.01.13 19,2025.01.13,19:00:00,191.79,192.007,191.652,192.002,3136,191.21
2025.01.13 20,2025.01.13,20:00:00,191.996,192.057,191.831,191.922,2758,191.30
2025.01.13 21,2025.01.13,21:00:00,191.931,192.183,191.844,192.13,2041,191.46
2025.01.13 22,2025.01.13,22:00:00,191.975,192.385,191.962,192.324,1309,191.66
2025.01.13 23,2025.01.13,23:00:00,192.38,192.499,192.226,192.348,2675,191.81
2025.01.14 00,2025.01.14,0:00:00,192.4,192.428,192.1,192.36,4363,191.93
2025.01.14 01,2025.01.14,1:00:00,192.355,192.91,191.815,192.242,7458,192.01
2025.01.14 02,2025.01.14,2:00:00,192.247,192.449,192.089,192.405,3386,192.10
2025.01.14 03,2025.01.14,3:00:00,192.405,192.665,192.317,192.348,3111,192.19
2025.01.14 04,2025.01.14,4:00:00,192.344,192.448,192.19,192.279,2421,192.24
2025.01.14 05,2025.01.14,5:00:00,192.278,192.441,192.069,192.284,3803,192.26
2025.01.14 06,2025.01.14,6:00:00,192.288,192.519,192.247,192.331,3175,192.31
2025.01.14 07,2025.01.14,7:00:00,192.336,192.473,192.14,192.336,4895,192.33
2025.01.14 08,2025.01.14,8:00:00,192.332,192.785,192.175,192.596,5414,192.35
2025.01.14 09,2025.01.14,9:00:00,192.597,192.769,192.284,192.335,4782,192.35
2025.01.14 10,2025.01.14,10:00:00,192.329,192.508,192.247,192.346,4120,192.35
2025.01.14 11,2025.01.14,11:00:00,192.345,192.527,192.2,192.307,3275,192.36
2025.01.14 12,2025.01.14,12:00:00,192.303,192.495,191.974,192.014,4131,192.32
2025.01.14 13,2025.01.14,13:00:00,192.011,192.011,191.477,191.743,7098,192.26
2025.01.14 14,2025.01.14,14:00:00,191.746,192.045,191.65,191.826,5365,192.21
2025.01.14 15,2025.01.14,15:00:00,191.821,192.818,191.821,192.706,6047,192.25
2025.01.14 16,2025.01.14,16:00:00,192.711,192.851,192.324,192.462,5297,192.27
2025.01.14 17,2025.01.14,17:00:00,192.456,192.726,192.278,192.678,3760,192.30
2025.01.14 18,2025.01.14,18:00:00,192.675,192.935,192.654,192.86,3012,192.33
2025.01.14 19,2025.01.14,19:00:00,192.859,192.974,192.634,192.673,2810,192.36
2025.01.14 20,2025.01.14,20:00:00,192.675,192.828,192.551,192.782,2869,192.41
2025.01.14 21,2025.01.14,21:00:00,192.778,192.98,192.758,192.956,1845,192.47
2025.01.14 22,2025.01.14,22:00:00,192.859,192.944,192.756,192.868,1430,192.56
2025.01.14 23,2025.01.14,23:00:00,192.839,192.974,192.745,192.974,1746,192.68
2025.01.15 00,2025.01.15,0:00:00,192.987,192.996,192.696,192.762,3161,192.77
2025.01.15 01,2025.01.15,1:00:00,192.767,192.938,192.571,192.629,3061,192.76
2025.01.15 02,2025.01.15,2:00:00,192.632,192.678,192.545,192.632,2378,192.78
2025.01.15 03,2025.01.15,3:00:00,192.627,192.71,192.556,192.672,2197,192.78
2025.01.15 04,2025.01.15,4:00:00,192.671,192.708,192.256,192.335,2814,192.73
2025.01.15 05,2025.01.15,5:00:00,192.331,192.331,191.853,191.92,3718,192.65
2025.01.15 06,2025.01.15,6:00:00,191.922,192.129,191.829,191.939,3060,192.57
2025.01.15 07,2025.01.15,7:00:00,191.944,192.156,191.289,191.924,7150,192.47
2025.01.15 08,2025.01.15,8:00:00,191.927,191.994,191.601,191.772,5274,192.36
2025.01.15 09,2025.01.15,9:00:00,191.772,191.811,191.34,191.651,4464,192.22
2025.01.15 10,2025.01.15,10:00:00,191.656,191.844,191.628,191.708,3583,192.12
2025.01.15 11,2025.01.15,11:00:00,191.703,192.005,191.637,191.927,3210,192.05
2025.01.15 12,2025.01.15,12:00:00,191.93,191.954,191.535,191.718,3484,191.96
2025.01.15 13,2025.01.15,13:00:00,191.722,192.385,191.683,192.318,8074,191.92
2025.01.15 14,2025.01.15,14:00:00,192.322,192.386,191.679,191.715,7089,191.86
2025.01.15 15,2025.01.15,15:00:00,191.71,191.857,191.431,191.574,5850,191.82
2025.01.15 16,2025.01.15,16:00:00,191.572,191.747,191.085,191.228,6072,191.75
2025.01.15 17,2025.01.15,17:00:00,191.23,191.37,191.137,191.214,3571,191.68
2025.01.15 18,2025.01.15,18:00:00,191.219,191.405,191.179,191.365,2866,191.64
2025.01.15 19,2025.01.15,19:00:00,191.365,191.44,191.314,191.353,2412,191.61
2025.01.15 20,2025.01.15,20:00:00,191.354,191.579,191.343,191.497,2290,191.59
2025.01.15 21,2025.01.15,21:00:00,191.511,191.592,191.305,191.343,1551,191.53
2025.01.15 22,2025.01.15,22:00:00,191.34,191.402,191.217,191.337,1550,191.49
2025.01.15 23,2025.01.15,23:00:00,191.325,191.365,191.18,191.227,1769,191.39
2025.01.16 00,2025.01.16,0:00:00,191.251,191.532,191.223,191.252,3839,191.34
2025.01.16 01,2025.01.16,1:00:00,191.253,191.253,190.134,190.222,5305,191.20
2025.01.16 02,2025.01.16,2:00:00,190.217,190.402,189.821,190.334,5630,191.11
2025.01.16 03,2025.01.16,3:00:00,190.33,190.546,190.31,190.446,3168,191.04
2025.01.16 04,2025.01.16,4:00:00,190.445,190.543,190.299,190.536,2567,190.95
2025.01.16 05,2025.01.16,5:00:00,190.532,190.639,190.477,190.592,2894,190.88
2025.01.16 06,2025.01.16,6:00:00,190.596,190.924,190.529,190.754,3401,190.80
2025.01.16 07,2025.01.16,7:00:00,190.763,190.899,190.455,190.83,4804,190.75
2025.01.16 08,2025.01.16,8:00:00,190.832,190.908,190.253,190.276,4794,190.65
2025.01.16 09,2025.01.16,9:00:00,190.274,190.363,189.786,189.892,4113,190.51
2025.01.16 10,2025.01.16,10:00:00,189.895,190.127,189.769,189.947,3612,190.38
2025.01.16 11,2025.01.16,11:00:00,189.951,190.334,189.93,190.202,3383,190.38
2025.01.16 12,2025.01.16,12:00:00,190.2,190.527,190.163,190.399,3866,190.39
2025.01.16 13,2025.01.16,13:00:00,190.394,190.496,190.059,190.158,5525,190.36
2025.01.16 14,2025.01.16,14:00:00,190.162,190.504,189.98,190.424,5177,190.35
2025.01.16 15,2025.01.16,15:00:00,190.42,190.432,190.029,190.141,7457,190.30
2025.01.16 16,2025.01.16,16:00:00,190.145,190.317,189.878,190.287,5628,190.26
2025.01.16 17,2025.01.16,17:00:00,190.291,190.489,189.953,189.994,4223,190.17
2025.01.16 18,2025.01.16,18:00:00,189.99,190.085,189.88,190.024,3232,190.15
2025.01.16 19,2025.01.16,19:00:00,190.028,190.061,189.837,189.999,2817,190.16
2025.01.16 20,2025.01.16,20:00:00,189.997,190.012,189.759,189.809,2628,190.14
2025.01.16 21,2025.01.16,21:00:00,189.805,189.879,189.741,189.84,1609,190.11
2025.01.16 22,2025.01.16,22:00:00,189.814,189.911,189.728,189.819,1170,190.05
2025.01.16 23,2025.01.16,23:00:00,189.816,190.069,189.816,190.046,1863,190.04
2025.01.17 00,2025.01.17,0:00:00,190.076,190.198,189.599,189.875,4054,189.98
2025.01.17 01,2025.01.17,1:00:00,189.875,190.079,189.775,189.864,3374,189.96
2025.01.17 02,2025.01.17,2:00:00,189.86,190.219,189.848,190.136,3084,189.94
2025.01.17 03,2025.01.17,3:00:00,190.138,190.201,190.004,190.153,2505,189.96
2025.01.17 04,2025.01.17,4:00:00,190.152,190.211,189.849,189.886,2332,189.94
2025.01.17 05,2025.01.17,5:00:00,189.883,190.164,189.863,190.049,2873,189.95
2025.01.17 06,2025.01.17,6:00:00,190.047,190.146,189.909,190.123,2936,189.98
2025.01.17 07,2025.01.17,7:00:00,190.119,190.119,189.324,189.446,5445,189.94
2025.01.17 08,2025.01.17,8:00:00,189.449,189.832,189.324,189.79,4282,189.94
2025.01.17 09,2025.01.17,9:00:00,189.785,190.072,189.545,189.926,4714,189.92
2025.01.17 10,2025.01.17,10:00:00,189.93,190.145,189.846,190.029,3406,189.94
2025.01.17 11,2025.01.17,11:00:00,190.024,190.169,189.853,189.887,3632,189.94
2025.01.17 12,2025.01.17,12:00:00,189.882,189.893,189.654,189.769,3784,189.91
2025.01.17 13,2025.01.17,13:00:00,189.771,189.823,189.488,189.648,4093,189.86
2025.01.17 14,2025.01.17,14:00:00,189.646,190.347,189.424,190.261,6001,189.89
2025.01.17 15,2025.01.17,15:00:00,190.264,190.595,190.179,190.402,5724,189.93
2025.01.17 16,2025.01.17,16:00:00,190.398,190.584,190.27,190.351,4233,189.95
2025.01.17 17,2025.01.17,17:00:00,190.344,190.364,190.147,190.209,3259,190.03
2025.01.17 18,2025.01.17,18:00:00,190.204,190.269,190.038,190.139,2774,190.06
2025.01.17 19,2025.01.17,19:00:00,190.14,190.177,189.987,189.995,2612,190.07
2025.01.17 20,2025.01.17,20:00:00,189.998,190.081,189.961,190.018,2565,190.07
2025.01.17 21,2025.01.17,21:00:00,190.019,190.191,189.983,190.168,1648,190.10
2025.01.19 22,2025.01.19,22:05:00,190.056,190.303,190.056,190.136,1502,190.13
2025.01.19 23,2025.01.19,23:05:00,190.134,190.397,190.073,190.286,2009,190.20
2025.01.20 00,2025.01.20,0:00:00,190.303,190.439,190.055,190.066,3268,190.18
2025.01.20 01,2025.01.20,1:00:00,190.07,190.16,189.878,190.104,3200,190.15
2025.01.20 02,2025.01.20,2:00:00,190.101,190.239,190.049,190.129,2747,190.13
2025.01.20 03,2025.01.20,3:00:00,190.132,190.188,189.979,190.069,2473,190.11
2025.01.20 04,2025.01.20,4:00:00,190.068,190.425,190.043,190.389,2067,190.14
2025.01.20 05,2025.01.20,5:00:00,190.389,190.557,190.305,190.55,2142,190.19
2025.01.20 06,2025.01.20,6:00:00,190.549,190.853,190.449,190.797,2847,190.27
2025.01.20 07,2025.01.20,7:00:00,190.801,190.869,190.485,190.549,3429,190.31
2025.01.20 08,2025.01.20,8:00:00,190.554,190.683,190.308,190.399,4285,190.33
2025.01.20 09,2025.01.20,9:00:00,190.401,190.48,190.125,190.313,4422,190.34
2025.01.20 10,2025.01.20,10:00:00,190.317,190.674,190.307,190.612,3318,190.39
2025.01.20 11,2025.01.20,11:00:00,190.607,190.9,190.599,190.819,2923,190.46
2025.01.20 12,2025.01.20,12:00:00,190.822,190.832,190.583,190.741,3332,190.52
2025.01.20 13,2025.01.20,13:00:00,190.746,191.65,190.563,191.509,12755,190.67
2025.01.20 14,2025.01.20,14:00:00,191.504,191.584,191.182,191.424,8067,190.77
2025.01.20 15,2025.01.20,15:00:00,191.419,191.65,191.289,191.373,5399,190.85
2025.01.20 16,2025.01.20,16:00:00,191.377,191.507,191.266,191.404,3345,190.91
2025.01.20 17,2025.01.20,17:00:00,191.399,191.517,191.153,191.389,6640,191.00
2025.01.20 18,2025.01.20,18:00:00,191.393,191.626,191.3,191.568,2495,191.12
2025.01.20 19,2025.01.20,19:00:00,191.567,191.983,191.567,191.975,2647,191.28
2025.01.20 20,2025.01.20,20:00:00,191.98,192.009,191.791,191.821,3021,191.40
2025.01.20 21,2025.01.20,21:00:00,191.818,191.874,191.709,191.861,2305,191.51
2025.01.20 22,2025.01.20,22:00:00,191.747,191.832,191.629,191.774,1192,191.61
2025.01.20 23,2025.01.20,23:00:00,191.695,191.808,191.315,191.462,2792,191.61
2025.01.21 00,2025.01.21,0:00:00,191.479,191.599,190.997,191.258,11536,191.59
2025.01.21 01,2025.01.21,1:00:00,191.254,191.603,190.851,190.93,10146,191.54
2025.01.21 02,2025.01.21,2:00:00,190.929,190.997,190.466,190.656,5954,191.47
2025.01.21 03,2025.01.21,3:00:00,190.652,190.807,190.506,190.793,4761,191.41
2025.01.21 04,2025.01.21,4:00:00,190.792,190.814,190.632,190.698,3181,191.32
2025.01.21 05,2025.01.21,5:00:00,190.701,190.769,190.589,190.66,3099,191.19
2025.01.21 06,2025.01.21,6:00:00,190.664,190.85,190.625,190.712,3850,191.08
2025.01.21 07,2025.01.21,7:00:00,190.707,191.132,190.565,190.961,4816,190.99
2025.01.21 08,2025.01.21,8:00:00,190.957,190.987,190.671,190.891,4638,190.90
2025.01.21 09,2025.01.21,9:00:00,190.887,191.02,190.771,190.938,4383,190.85
2025.01.21 10,2025.01.21,10:00:00,190.943,191.095,190.821,191.046,4029,190.83
2025.01.21 11,2025.01.21,11:00:00,191.051,191.071,190.706,190.764,3946,190.81
2025.01.21 12,2025.01.21,12:00:00,190.765,190.878,190.703,190.795,4024,190.83
2025.01.21 13,2025.01.21,13:00:00,190.799,190.959,190.638,190.912,4462,190.84
2025.01.21 14,2025.01.21,14:00:00,190.916,191.24,190.826,191.05,5436,190.87
2025.01.21 15,2025.01.21,15:00:00,191.055,191.276,190.988,191.041,5472,190.91
2025.01.21 16,2025.01.21,16:00:00,191.037,191.751,191.004,191.714,4294,191.01
2025.01.21 17,2025.01.21,17:00:00,191.718,191.815,191.671,191.748,3378,191.09
2025.01.21 18,2025.01.21,18:00:00,191.744,191.892,191.71,191.821,3000,191.18
2025.01.21 19,2025.01.21,19:00:00,191.816,191.82,191.695,191.751,2744,191.26
2025.01.21 20,2025.01.21,20:00:00,191.75,191.897,191.74,191.883,2477,191.35
2025.01.21 21,2025.01.21,21:00:00,191.874,192.172,191.858,192.097,1564,191.48
2025.01.21 22,2025.01.21,22:00:00,191.942,192.037,191.833,192.001,1608,191.60
2025.01.21 23,2025.01.21,23:00:00,191.962,192.215,191.828,192.12,2725,191.72
2025.01.22 00,2025.01.22,0:00:00,192.147,192.222,191.866,191.955,4539,191.81
2025.01.22 01,2025.01.22,1:00:00,191.95,192.108,191.87,191.993,3560,191.91
2025.01.22 02,2025.01.22,2:00:00,191.994,192.15,191.951,192.122,2868,191.95
2025.01.22 03,2025.01.22,3:00:00,192.121,192.33,192.007,192.28,2502,192.00
2025.01.22 04,2025.01.22,4:00:00,192.279,192.337,192.164,192.303,2234,192.05
2025.01.22 05,2025.01.22,5:00:00,192.3,192.416,192.265,192.34,2558,192.11
2025.01.22 06,2025.01.22,6:00:00,192.342,192.363,191.959,192.072,3646,192.13
2025.01.22 07,2025.01.22,7:00:00,192.077,192.268,191.887,192.221,4592,192.14
2025.01.22 08,2025.01.22,8:00:00,192.219,192.314,191.695,192.127,4778,192.15
2025.01.22 09,2025.01.22,9:00:00,192.132,192.484,192.109,192.47,4756,192.19
2025.01.22 10,2025.01.22,10:00:00,192.475,192.743,192.404,192.636,3904,192.26
2025.01.22 11,2025.01.22,11:00:00,192.637,192.729,192.498,192.593,3251,192.32
2025.01.22 12,2025.01.22,12:00:00,192.592,192.743,192.492,192.512,3598,192.36
2025.01.22 13,2025.01.22,13:00:00,192.517,192.753,192.379,192.447,4187,192.37
2025.01.22 14,2025.01.22,14:00:00,192.443,192.676,192.26,192.619,4707,192.40
2025.01.22 15,2025.01.22,15:00:00,192.618,192.681,192.402,192.649,4738,192.43
2025.01.22 16,2025.01.22,16:00:00,192.645,192.999,192.549,192.976,4051,192.53
2025.01.22 17,2025.01.22,17:00:00,192.974,193.001,192.827,192.963,3223,192.60
2025.01.22 18,2025.01.22,18:00:00,192.967,192.997,192.839,192.958,2913,192.68
2025.01.22 19,2025.01.22,19:00:00,192.959,192.993,192.837,192.911,2713,192.73
2025.01.22 20,2025.01.22,20:00:00,192.913,192.926,192.767,192.795,2478,192.74
2025.01.22 21,2025.01.22,21:00:00,192.807,192.839,192.565,192.593,1552,192.74
2025.01.22 22,2025.01.22,22:00:00,192.593,192.665,192.508,192.563,1072,192.75
2025.01.22 23,2025.01.22,23:00:00,192.513,192.63,192.458,192.592,1702,192.76
2025.01.23 00,2025.01.23,0:00:00,192.62,192.669,192.511,192.591,2942,192.76
2025.01.23 01,2025.01.23,1:00:00,192.595,192.742,192.521,192.716,3642,192.77
2025.01.23 02,2025.01.23,2:00:00,192.716,192.723,192.542,192.626,2882,192.73
2025.01.23 03,2025.01.23,3:00:00,192.621,192.758,192.601,192.724,2425,192.71
2025.01.23 04,2025.01.23,4:00:00,192.722,192.927,192.707,192.903,2429,192.70
2025.01.23 05,2025.01.23,5:00:00,192.908,192.998,192.905,192.919,2840,192.70
2025.01.23 06,2025.01.23,6:00:00,192.923,192.973,192.708,192.757,3225,192.70
2025.01.23 07,2025.01.23,7:00:00,192.759,192.817,192.552,192.699,3860,192.71
2025.01.23 08,2025.01.23,8:00:00,192.693,192.713,192.389,192.415,3777,192.69
2025.01.23 09,2025.01.23,9:00:00,192.412,192.661,192.406,192.602,3668,192.70
2025.01.23 10,2025.01.23,10:00:00,192.606,192.745,192.387,192.683,3066,192.70
2025.01.23 11,2025.01.23,11:00:00,192.687,192.879,192.589,192.679,3040,192.70
2025.01.23 12,2025.01.23,12:00:00,192.674,192.717,192.48,192.604,3166,192.70
2025.01.23 13,2025.01.23,13:00:00,192.603,192.621,192.373,192.488,4352,192.67
2025.01.23 14,2025.01.23,14:00:00,192.485,192.747,192.438,192.637,4133,192.65
2025.01.23 15,2025.01.23,15:00:00,192.642,192.716,192.396,192.447,4266,192.60
2025.01.23 16,2025.01.23,16:00:00,192.448,192.66,192.276,192.6,7042,192.59
2025.01.23 17,2025.01.23,17:00:00,192.601,192.927,192.593,192.892,3727,192.60
2025.01.23 18,2025.01.23,18:00:00,192.893,192.895,192.701,192.786,2994,192.64
2025.01.23 19,2025.01.23,19:00:00,192.79,192.825,192.517,192.561,3001,192.64
2025.01.23 20,2025.01.23,20:00:00,192.556,192.71,192.521,192.67,2808,192.64
2025.01.23 21,2025.01.23,21:00:00,192.681,192.765,192.611,192.727,1286,192.64
2025.01.23 22,2025.01.23,22:00:00,192.698,192.737,192.61,192.703,978,192.65
2025.01.23 23,2025.01.23,23:00:00,192.662,192.885,192.519,192.871,1927,192.69
2025.01.24 00,2025.01.24,0:00:00,192.884,193.06,192.724,193.052,3264,192.73
2025.01.24 01,2025.01.24,1:00:00,193.052,193.121,192.908,193.105,2676,192.80
2025.01.24 02,2025.01.24,2:00:00,193.11,193.51,193.104,193.377,4444,192.87
2025.01.24 03,2025.01.24,3:00:00,193.373,193.706,192.533,192.688,7688,192.85
2025.01.24 04,2025.01.24,4:00:00,192.683,192.709,192.064,192.364,5023,192.81
2025.01.24 05,2025.01.24,5:00:00,192.37,192.699,192.237,192.628,3800,192.82
2025.01.24 06,2025.01.24,6:00:00,192.627,193.294,192.24,192.629,8748,192.81
2025.01.24 07,2025.01.24,7:00:00,192.632,192.774,192.326,192.467,7261,192.79
2025.01.24 08,2025.01.24,8:00:00,192.463,192.814,192.077,192.732,6158,192.79
2025.01.24 09,2025.01.24,9:00:00,192.727,193.419,192.524,193.343,5590,192.84
2025.01.24 10,2025.01.24,10:00:00,193.342,193.858,193.311,193.786,4510,192.91
2025.01.24 11,2025.01.24,11:00:00,193.79,193.964,193.554,193.795,3846,192.98
2025.01.24 12,2025.01.24,12:00:00,193.791,194.168,193.748,194.142,3914,193.06
2025.01.24 13,2025.01.24,13:00:00,194.147,194.255,193.94,194.049,4692,193.19
2025.01.24 14,2025.01.24,14:00:00,194.054,194.501,193.937,194.429,5329,193.40
2025.01.24 15,2025.01.24,15:00:00,194.462,194.501,194.115,194.389,6122,193.58
2025.01.24 16,2025.01.24,16:00:00,194.384,194.564,194.331,194.388,4560,193.75
2025.01.24 17,2025.01.24,17:00:00,194.392,194.587,194.338,194.488,3290,193.95
2025.01.24 18,2025.01.24,18:00:00,194.485,194.739,194.471,194.62,2991,194.14
2025.01.24 19,2025.01.24,19:00:00,194.618,194.65,194.44,194.5,2733,194.26
2025.01.24 20,2025.01.24,20:00:00,194.494,194.648,194.458,194.631,2483,194.34
2025.01.24 21,2025.01.24,21:00:00,194.631,194.738,194.586,194.685,1723,194.43
2025.01.26 22,2025.01.26,22:05:00,194.151,194.222,193.998,194.054,1112,194.42
2025.01.26 23,2025.01.26,23:05:00,194.053,194.057,193.733,193.981,2184,194.42
2025.01.27 00,2025.01.27,0:00:00,193.998,194.089,193.618,193.716,3508,194.35
2025.01.27 01,2025.01.27,1:00:00,193.712,193.802,193.458,193.553,3923,194.26
2025.01.27 02,2025.01.27,2:00:00,193.555,193.815,193.454,193.771,3103,194.20
2025.01.27 03,2025.01.27,3:00:00,193.766,194.092,193.73,194.051,3057,194.16
2025.01.27 04,2025.01.27,4:00:00,194.05,194.304,194.036,194.248,2508,194.12
2025.01.27 05,2025.01.27,5:00:00,194.253,194.259,194.067,194.246,2881,194.09
2025.01.27 06,2025.01.27,6:00:00,194.243,194.637,194.217,194.23,3633,194.05
2025.01.27 07,2025.01.27,7:00:00,194.232,194.236,193.734,193.737,4613,193.96
2025.01.27 08,2025.01.27,8:00:00,193.733,193.774,193.155,193.26,5561,193.88
2025.01.27 09,2025.01.27,9:00:00,193.255,193.324,192.596,193.037,6851,193.78
2025.01.27 10,2025.01.27,10:00:00,193.032,193.032,192.148,192.391,8014,193.65
2025.01.27 11,2025.01.27,11:00:00,192.388,192.674,192.199,192.403,7193,193.54
2025.01.27 12,2025.01.27,12:00:00,192.4,192.87,192.351,192.745,5810,193.43
2025.01.27 13,2025.01.27,13:00:00,192.741,193.135,192.606,192.792,5789,193.31
2025.01.27 14,2025.01.27,14:00:00,192.797,193.018,192.51,192.959,5789,193.18
2025.01.27 15,2025.01.27,15:00:00,192.955,193.065,192.47,192.516,6295,193.01
2025.01.27 16,2025.01.27,16:00:00,192.511,192.618,192.16,192.414,5188,192.83
2025.01.27 17,2025.01.27,17:00:00,192.418,192.636,192.382,192.47,4213,192.70
2025.01.27 18,2025.01.27,18:00:00,192.47,192.809,192.41,192.689,3820,192.64
2025.01.27 19,2025.01.27,19:00:00,192.687,193.155,192.687,193.024,3701,192.64
2025.01.27 20,2025.01.27,20:00:00,193.019,193.265,192.978,193.054,3237,192.71
2025.01.27 21,2025.01.27,21:00:00,193.055,193.208,193.019,193.098,1762,192.78
2025.01.27 22,2025.01.27,22:00:00,193.087,193.118,192.887,193.076,1257,192.81
2025.01.27 23,2025.01.27,23:00:00,193.056,193.091,192.615,192.85,3127,192.82
2025.01.28 00,2025.01.28,0:00:00,192.885,193.252,192.828,193.252,5230,192.84
2025.01.28 01,2025.01.28,1:00:00,193.256,193.748,193.256,193.58,4586,192.95
2025.01.28 02,2025.01.28,2:00:00,193.576,193.743,193.503,193.581,4368,193.07
2025.01.28 03,2025.01.28,3:00:00,193.577,193.841,193.517,193.735,3288,193.19
2025.01.28 04,2025.01.28,4:00:00,193.736,193.959,193.723,193.863,3063,193.31
2025.01.28 05,2025.01.28,5:00:00,193.859,193.926,193.731,193.759,2600,193.38
2025.01.28 06,2025.01.28,6:00:00,193.762,193.869,193.585,193.79,3425,193.46
2025.01.28 07,2025.01.28,7:00:00,193.785,193.866,193.661,193.839,4210,193.53
2025.01.28 08,2025.01.28,8:00:00,193.843,193.969,193.44,193.608,4814,193.59
2025.01.28 09,2025.01.28,9:00:00,193.603,194.021,193.328,193.498,5027,193.65
2025.01.28 10,2025.01.28,10:00:00,193.494,193.562,193.178,193.341,3750,193.66
2025.01.28 11,2025.01.28,11:00:00,193.337,193.412,192.985,193.138,3396,193.62
2025.01.28 12,2025.01.28,12:00:00,193.142,193.183,192.925,192.948,3859,193.55
2025.01.28 13,2025.01.28,13:00:00,192.943,193.171,192.926,193.171,4254,193.50
2025.01.28 14,2025.01.28,14:00:00,193.17,193.397,192.765,193.005,4644,193.41
2025.01.28 15,2025.01.28,15:00:00,193.004,193.613,192.969,193.58,4856,193.39
2025.01.28 16,2025.01.28,16:00:00,193.577,193.768,193.34,193.467,4192,193.36
2025.01.28 17,2025.01.28,17:00:00,193.466,193.555,193.368,193.387,3225,193.31
2025.01.28 18,2025.01.28,18:00:00,193.392,193.515,193.298,193.508,3063,193.30
2025.01.28 19,2025.01.28,19:00:00,193.504,193.597,193.357,193.529,2701,193.31
2025.01.28 20,2025.01.28,20:00:00,193.529,193.579,193.411,193.452,2343,193.32
2025.01.28 21,2025.01.28,21:00:00,193.449,193.515,193.401,193.476,1359,193.35
2025.01.28 22,2025.01.28,22:00:00,193.449,193.528,193.336,193.457,921,193.40
2025.01.28 23,2025.01.28,23:00:00,193.408,193.494,193.356,193.494,1524,193.44
2025.01.29 00,2025.01.29,0:00:00,193.524,193.647,193.414,193.559,3138,193.49
2025.01.29 01,2025.01.29,1:00:00,193.557,193.741,193.508,193.64,2626,193.50
2025.01.29 02,2025.01.29,2:00:00,193.639,193.753,193.571,193.676,2500,193.52
2025.01.29 03,2025.01.29,3:00:00,193.672,193.672,193.357,193.46,2631,193.53
2025.01.29 04,2025.01.29,4:00:00,193.462,193.492,193.281,193.381,2613,193.51
2025.01.29 05,2025.01.29,5:00:00,193.385,193.385,193.036,193.05,2908,193.46
2025.01.29 06,2025.01.29,6:00:00,193.051,193.5,193.051,193.342,3691,193.45
2025.01.29 07,2025.01.29,7:00:00,193.338,193.51,193.234,193.306,4713,193.44
2025.01.29 08,2025.01.29,8:00:00,193.311,193.455,192.94,192.985,4424,193.39
2025.01.29 09,2025.01.29,9:00:00,192.98,193.072,192.873,192.947,3802,193.33
2025.01.29 10,2025.01.29,10:00:00,192.943,193.022,192.816,192.914,3360,193.27
2025.01.29 11,2025.01.29,11:00:00,192.919,193.11,192.855,193.018,3092,193.21
2025.01.29 12,2025.01.29,12:00:00,193.014,193.089,192.881,193.032,3318,193.14
2025.01.29 13,2025.01.29,13:00:00,193.028,193.038,192.481,192.681,4181,193.07
2025.01.29 14,2025.01.29,14:00:00,192.678,192.893,192.51,192.553,4015,192.98
2025.01.29 15,2025.01.29,15:00:00,192.557,192.967,192.545,192.731,4999,192.95
2025.01.29 16,2025.01.29,16:00:00,192.727,192.995,192.681,192.955,4164,192.91
