2023.11.13,01:00,185.376,185.458,185.321,185.432,1395
2023.11.13,02:00,185.436,185.535,185.421,185.499,1236
2023.11.13,03:00,185.500,185.500,185.382,185.437,955
2023.11.13,04:00,185.436,185.591,185.436,185.564,1059
2023.11.13,05:00,185.566,185.639,185.554,185.617,1050
2023.11.13,06:00,185.618,185.740,185.582,185.701,1257
2023.11.13,07:00,185.702,185.737,185.604,185.681,1799
2023.11.13,08:00,185.678,185.876,185.615,185.812,2514
2023.11.13,09:00,185.810,185.900,185.770,185.810,2256
2023.11.13,10:00,185.809,185.934,185.697,185.847,1646
2023.11.13,11:00,185.851,185.934,185.789,185.858,1664
2023.11.13,12:00,185.854,185.861,185.688,185.813,1907
2023.11.13,13:00,185.812,185.956,185.765,185.896,2225
2023.11.13,14:00,185.899,185.953,185.745,185.879,2355
2023.11.13,15:00,185.875,185.923,185.259,185.841,5088
2023.11.13,16:00,185.844,185.930,185.736,185.903,2294
2023.11.13,17:00,185.900,186.040,185.851,186.016,1698
2023.11.13,18:00,186.014,186.108,185.967,186.059,1413
2023.11.13,19:00,186.060,186.150,186.011,186.121,1229
2023.11.13,20:00,186.116,186.199,186.078,186.126,1232
2023.11.13,21:00,186.132,186.292,186.132,186.274,1008
2023.11.13,22:00,186.272,186.273,186.000,186.093,1148
2023.11.13,23:00,186.090,186.169,186.085,186.137,1054
2023.11.14,00:00,186.210,186.313,186.155,186.191,1432
2023.11.14,01:00,186.195,186.258,186.177,186.208,1189
2023.11.14,02:00,186.204,186.227,186.170,186.190,1014
2023.11.14,03:00,186.189,186.210,186.130,186.140,1035
2023.11.14,04:00,186.137,186.157,186.097,186.114,919
2023.11.14,05:00,186.112,186.152,186.079,186.126,1107
2023.11.14,06:00,186.125,186.235,186.109,186.208,1115
2023.11.14,07:00,186.213,186.503,186.213,186.419,2204
2023.11.14,08:00,186.422,186.458,186.239,186.326,2498
2023.11.14,09:00,186.322,186.617,186.281,186.616,2387
2023.11.14,10:00,186.620,186.686,186.384,186.435,1997
2023.11.14,11:00,186.436,186.477,186.260,186.329,1740
2023.11.14,12:00,186.331,186.543,186.331,186.469,1837
2023.11.14,13:00,186.471,187.280,186.355,187.246,5304
2023.11.14,14:00,187.242,187.948,187.237,187.859,5050
2023.11.14,15:00,187.855,188.117,187.688,187.868,3804
2023.11.14,16:00,187.865,188.272,187.840,188.154,3097
2023.11.14,17:00,188.152,188.193,187.992,188.128,2483
2023.11.14,18:00,188.126,188.132,187.952,187.960,2003
2023.11.14,19:00,187.959,187.999,187.903,187.922,1537
2023.11.14,20:00,187.923,187.944,187.744,187.794,1657
2023.11.14,21:00,187.795,187.944,187.792,187.913,1227
2023.11.14,22:00,187.870,187.949,187.762,187.942,1308
2023.11.14,23:00,187.908,187.975,187.792,187.940,1656
2023.11.15,00:00,187.996,188.172,187.933,188.023,2281
2023.11.15,01:00,188.026,188.056,187.876,187.968,2113
2023.11.15,02:00,187.972,188.165,187.929,188.155,1607
2023.11.15,03:00,188.152,188.173,188.037,188.126,1439
2023.11.15,04:00,188.127,188.140,188.053,188.063,991
2023.11.15,05:00,188.064,188.228,188.059,188.152,1414
2023.11.15,06:00,188.156,188.206,188.058,188.108,1816
2023.11.15,07:00,188.104,188.190,187.805,187.903,2849
2023.11.15,08:00,187.904,187.961,187.550,187.561,3177
2023.11.15,09:00,187.565,187.616,187.358,187.430,2782
2023.11.15,10:00,187.429,187.574,187.358,187.494,2259
2023.11.15,11:00,187.495,187.508,187.376,187.415,1996
2023.11.15,12:00,187.416,187.520,187.377,187.406,2128
2023.11.15,13:00,187.407,187.668,187.189,187.599,4165
