Zone_ID,DATETIME,OPEN,HIGH,LOW,CLOSE,Zone_Type,MA_10,Crossover_Trigger,Retest_Performance,Crossover_Trigger,Retest_Performance,"Distance-to-SMA""",Reversal pattern,Direction of Closed Price,
18,1/13/2026 10:00,214.125,214.284,214.087,214.173,Resistance,214.0052,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
18,1/13/2026 11:00,214.181,214.278,214.112,214.204,Resistance,214.0255,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Decreasing
18,1/13/2026 11:00,214.203,214.203,214.125,214.184,Resistance,214.0553,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 11:00,214.182,214.202,214.115,214.132,Resistance,214.0742,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Increasing
18,1/13/2026 11:00,214.132,214.196,214.12,214.189,Resistance,214.1036,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Increasing
18,1/13/2026 12:00,214.189,214.259,214.156,214.181,Resistance,214.1307,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 12:00,214.181,214.205,214.056,214.06,Resistance,214.1331,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,Normal,Downwards,Increasing
18,1/13/2026 12:00,214.058,214.109,213.994,214.029,Resistance,214.1312,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 12:00,214.035,214.058,213.92,213.923,Resistance,214.12,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
18,1/13/2026 13:00,213.922,214.031,213.891,214.011,Resistance,214.1086,No Cross,No Retest,,,Below MA10,?? Shooting Star,Upwards,Decreasing
18,1/13/2026 13:00,214.012,214.098,214.004,214.067,Resistance,214.098,No Cross,? Resistance Retested,,,Below MA10,?? Dark Cloud Cover,Upwards,Decreasing
18,1/13/2026 13:00,214.068,214.075,213.989,214.031,Resistance,214.0807,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 13:00,214.031,214.05,213.959,214.01,Resistance,214.0633,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 14:00,214.009,214.029,213.965,213.988,Resistance,214.0489,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 14:00,213.988,214.039,213.988,214.015,Resistance,214.0315,No Cross,? Resistance Retested,,,Below MA10,?? Bearish Engulfing,Upwards,Increasing
18,1/13/2026 14:00,214.015,214.034,213.918,213.939,Resistance,214.0073,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
18,1/13/2026 14:00,213.939,213.946,213.852,213.874,Resistance,213.9887,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
18,1/13/2026 15:00,213.875,213.875,213.762,213.799,Resistance,213.9657,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
18,1/13/2026 15:00,213.8,213.835,213.75,213.75,Resistance,213.9484,No Cross,No Retest,,,Below MA10,Normal,Downwards,Decreasing
18,1/13/2026 15:00,213.745,214.071,213.685,213.952,Resistance,213.9425,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
18,1/13/2026 15:00,213.951,214.095,213.929,214.084,Resistance,213.9442,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
19,1/14/2026 4:00,213.864,213.947,213.836,213.939,Resistance,213.8065, ,No Retest,5 BEARISH CROSS,8 Resistance Retested,Above MA10,?? Shooting Star,,
19,1/14/2026 4:00,213.942,213.962,213.833,213.869,Resistance,213.821,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 4:00,213.866,213.984,213.841,213.973,Resistance,213.8433,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Increasing
19,1/14/2026 4:00,213.972,213.977,213.871,213.898,Resistance,213.8708,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 5:00,213.9,213.928,213.816,213.894,Resistance,213.8923,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 5:00,213.893,213.971,213.89,213.97,Resistance,213.9153,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Increasing
19,1/14/2026 5:00,213.97,213.998,213.868,213.907,Resistance,213.915,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 5:00,213.906,213.996,213.894,213.982,Resistance,213.9213,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
19,1/14/2026 6:00,213.987,214.03,213.953,214.001,Resistance,213.9296,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
19,1/14/2026 6:00,214.001,214.023,213.967,214.006,Resistance,213.9439,No Cross,No Retest,,,Above MA10,?? Bearish Engulfing,Upwards,Decreasing
19,1/14/2026 6:00,214.008,214.018,213.968,213.983,Resistance,213.9483,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 6:00,213.982,214.018,213.944,213.955,Resistance,213.9569,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 7:00,213.956,214.007,213.933,213.987,Resistance,213.9583,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
19,1/14/2026 7:00,213.986,214.053,213.958,214.05,Resistance,213.9735,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
19,1/14/2026 7:00,214.05,214.102,214.028,214.074,Resistance,213.9915,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Decreasing
19,1/14/2026 7:00,214.074,214.09,214.047,214.066,Resistance,214.0011,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 8:00,214.063,214.083,213.946,214.003,Resistance,214.0107,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 8:00,214.003,214.053,213.993,214.051,Resistance,214.0176,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
19,1/14/2026 8:00,214.05,214.082,213.893,213.959,Resistance,214.0134,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 8:00,213.961,214.027,213.942,213.987,Resistance,214.0115,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Upwards,Decreasing
19,1/14/2026 9:00,213.988,214.057,213.957,214.035,Resistance,214.0167,No Cross,No Retest,,,Above MA10,?? Bearish Engulfing,Upwards,Increasing
19,1/14/2026 9:00,214.035,214.036,213.937,213.988,Resistance,214.02,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Neutral
19,1/14/2026 9:00,213.99,214.036,213.981,214.013,Resistance,214.0226,No Cross,? Resistance Retested,,,Below MA10,?? Bearish Engulfing,Upwards,Decreasing
19,1/14/2026 9:00,214.015,214.021,213.842,213.911,Resistance,214.0087,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 10:00,213.904,213.936,213.766,213.883,Resistance,213.9896,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 10:00,213.87,213.92,213.758,213.79,Resistance,213.962,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 10:00,213.789,213.814,213.546,213.757,Resistance,213.9374,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 10:00,213.758,213.856,213.688,213.747,Resistance,213.907,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 11:00,213.747,213.754,213.617,213.644,Resistance,213.8755,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
19,1/14/2026 11:00,213.644,213.666,213.448,213.613,Resistance,213.8381,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
19,1/14/2026 11:00,213.613,213.752,213.61,213.685,Resistance,213.8031,No Cross,No Retest,,,Below MA10,?? Bearish Harami,Upwards,Increasing
19,1/14/2026 11:00,213.684,213.701,213.582,213.634,Resistance,213.7677,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 8:00,212.717,212.85,212.705,212.826,Resistance,212.8449, ,? Resistance Retested,3 BEARISH CROSS,5 Resistance Retested,Below MA10,?? Shooting Star,,
20,1/15/2026 8:00,212.832,212.977,212.817,212.951,Resistance,212.8568,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
20,1/15/2026 8:00,212.953,212.98,212.926,212.949,Resistance,212.8708,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 8:00,212.949,212.973,212.9,212.961,Resistance,212.8769,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
20,1/15/2026 9:00,212.967,213.183,212.955,213.175,Resistance,212.9012,No Cross,No Retest,,,Above MA10,?? Bearish Engulfing,Upwards,Increasing
20,1/15/2026 9:00,213.177,213.182,212.832,212.932,Resistance,212.9062,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 9:00,212.932,213.062,212.85,212.902,Resistance,212.9103,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 9:00,212.903,213.038,212.838,213.037,Resistance,212.9309,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
20,1/15/2026 10:00,213.037,213.116,212.939,213.078,Resistance,212.9528,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
20,1/15/2026 10:00,213.078,213.203,213.056,213.085,Resistance,212.9896,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
20,1/15/2026 10:00,213.084,213.29,213.054,213.24,Resistance,213.031,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
20,1/15/2026 10:00,213.244,213.302,213.199,213.25,Resistance,213.0609,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Decreasing
20,1/15/2026 11:00,213.249,213.281,213.18,213.249,Resistance,213.0909,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 11:00,213.25,213.252,212.808,212.95,Resistance,213.0898,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 11:00,212.951,212.982,212.864,212.895,Resistance,213.0618,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 11:00,212.896,212.914,212.789,212.827,Resistance,213.0513,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 12:00,212.825,212.833,212.727,212.75,Resistance,213.0361,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 12:00,212.751,212.811,212.701,212.743,Resistance,213.0067,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 12:00,212.746,212.806,212.659,212.661,Resistance,212.965,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
20,1/15/2026 12:00,212.66,212.695,212.587,212.655,Resistance,212.922,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 13:00,212.659,212.758,212.649,212.728,Resistance,212.8708,No Cross,No Retest,,,Below MA10,?? Bearish Harami,Upwards,Increasing
20,1/15/2026 13:00,212.728,212.759,212.688,212.726,Resistance,212.8184,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 13:00,212.727,212.765,212.717,212.759,Resistance,212.7694,No Cross,No Retest,,,Below MA10,?? Bearish Harami,Upwards,Increasing
20,1/15/2026 13:00,212.759,212.777,212.71,212.755,Resistance,212.7499,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 14:00,212.759,212.792,212.715,212.726,Resistance,212.733,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 14:00,212.721,212.743,212.632,212.645,Resistance,212.7148,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 14:00,212.646,212.681,212.609,212.646,Resistance,212.7044,No Cross,No Retest,,,Below MA10,?? Shooting Star,Upwards,Decreasing
20,1/15/2026 14:00,212.647,212.648,212.528,212.567,Resistance,212.6868,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
20,1/15/2026 15:00,212.565,212.585,212.429,212.507,Resistance,212.6714,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
20,1/15/2026 15:00,212.507,212.513,212.308,212.312,Resistance,212.6371,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
20,1/15/2026 15:00,212.306,212.461,212.306,212.368,Resistance,212.6011,No Cross,No Retest,,,Below MA10,Normal,Upwards,Decreasing
20,1/15/2026 15:00,212.367,212.451,212.317,212.387,Resistance,212.5672,No Cross,No Retest,,,Below MA10,?? Shooting Star,Upwards,Decreasing
21,1/16/2026 20:00,211.562,211.609,211.541,211.579,Support,211.5088, ,No Retest,3 BULLISH CROSS,4 Support Retested,Above MA10,?? Hammer,,
21,1/16/2026 20:00,211.58,211.692,211.579,211.669,Support,211.5313,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
21,1/16/2026 20:00,211.667,211.694,211.634,211.692,Support,211.5557,No Cross,No Retest,,,Above MA10,Normal,Upwards,Decreasing
21,1/16/2026 20:00,211.691,211.701,211.614,211.631,Support,211.5676,No Cross,No Retest,,,Above MA10,?? Hammer,Downwards,Increasing
21,1/16/2026 21:00,211.63,211.703,211.572,211.574,Support,211.5766,No Cross,No Retest,,,Below MA10,?? Bullish Harami,Downwards,Decreasing
21,1/16/2026 21:00,211.575,211.654,211.571,211.611,Support,211.5927,?? BULLISH CROSS,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
21,1/16/2026 21:00,211.611,211.657,211.587,211.641,Support,211.6051,No Cross,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
21,1/16/2026 21:00,211.644,211.661,211.556,211.587,Support,211.6072,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
21,1/16/2026 22:00,211.588,211.597,211.55,211.581,Support,211.6125,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Decreasing
21,1/16/2026 22:00,211.581,211.593,211.51,211.515,Support,211.608,No Cross,No Retest,,,Below MA10,?? Bullish Harami,Downwards,Increasing
21,1/16/2026 22:00,211.516,211.542,211.492,211.528,Support,211.6029,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Decreasing
21,1/16/2026 22:00,211.528,211.54,211.497,211.507,Support,211.5867,No Cross,No Retest,,,Below MA10,?? Bullish Engulfing,Downwards,Increasing
21,1/16/2026 23:00,211.506,211.555,211.492,211.543,Support,211.5718,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Increasing
21,1/16/2026 23:00,211.544,211.576,211.463,211.494,Support,211.5581,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
21,1/16/2026 23:00,211.495,211.503,211.45,211.479,Support,211.5486,No Cross,No Retest,,,Below MA10,?? Bullish Engulfing,Downwards,Decreasing
21,1/16/2026 23:00,211.478,211.534,211.43,211.498,Support,211.5373,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Increasing
21,1/19/2026 0:00,210.747,210.795,210.638,210.732,Support,211.4464,No Cross,No Retest,,,Below MA10,?? Bullish Engulfing,Downwards,Decreasing
21,1/19/2026 0:00,210.732,210.843,210.665,210.758,Support,211.3635,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Increasing
21,1/19/2026 0:00,210.756,210.793,210.707,210.777,Support,211.2831,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Decreasing
21,1/19/2026 0:00,210.783,210.835,210.674,210.708,Support,211.2024,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
21,1/19/2026 1:00,210.745,211.08,210.638,210.942,Support,211.1438,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Increasing
21,1/19/2026 1:00,210.95,211.113,210.947,211.023,Support,211.0954,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Decreasing
21,1/19/2026 1:00,211.023,211.248,211.014,211.112,Support,211.0523,?? BULLISH CROSS,? Support Retested,,,Above MA10,?? Hammer,Upwards,Increasing
21,1/19/2026 1:00,211.112,211.193,211.02,211.138,Support,211.0167,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Decreasing
21,1/19/2026 2:00,211.146,211.315,211.078,211.296,Support,210.9984,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
21,1/19/2026 2:00,211.295,211.315,211.058,211.209,Support,210.9695,No Cross,No Retest,,,Above MA10,?? Bullish Harami,Downwards,Decreasing
21,1/19/2026 2:00,211.209,211.263,211.178,211.221,Support,211.0184,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Decreasing
21,1/19/2026 2:00,211.222,211.259,210.992,211.021,Support,211.0447,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
21,1/19/2026 3:00,211.022,211.142,210.972,210.994,Support,211.0664,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Decreasing
21,1/19/2026 3:00,210.997,211.071,210.886,210.899,Support,211.0855,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
21,1/19/2026 3:00,210.907,211.101,210.896,211.096,Support,211.1009,No Cross,No Retest,,,Below MA10,Normal,Upwards,Increasing
21,1/19/2026 3:00,211.095,211.229,211.088,211.158,Support,211.1144,?? BULLISH CROSS,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
22,1/21/2026 4:00,212.475,212.616,212.475,212.561,Resistance,212.5267, ,No Retest,4 BEARISH CROSS,7 Resistance Retested,Above MA10,Normal,,
22,1/21/2026 4:00,212.557,212.557,212.384,212.395,Resistance,212.5109,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,Normal,Downwards,Increasing
22,1/21/2026 4:00,212.396,212.411,212.332,212.366,Resistance,212.4863,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 4:00,212.366,212.366,212.289,212.291,Resistance,212.4619,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
22,1/21/2026 5:00,212.29,212.377,212.283,212.377,Resistance,212.4406,No Cross,No Retest,,,Below MA10,Normal,Upwards,Increasing
22,1/21/2026 5:00,212.377,212.438,212.352,212.429,Resistance,212.4301,No Cross,? Resistance Retested,,,Below MA10,?? Dark Cloud Cover,Upwards,Decreasing
22,1/21/2026 5:00,212.43,212.44,212.362,212.383,Resistance,212.4181,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 5:00,212.383,212.468,212.373,212.468,Resistance,212.418,No Cross,No Retest,,,Above MA10,?? Bearish Engulfing,Upwards,Increasing
22,1/21/2026 6:00,212.469,212.469,212.257,212.288,Resistance,212.4036,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 6:00,212.286,212.312,212.269,212.294,Resistance,212.3852,No Cross,No Retest,,,Below MA10,?? Shooting Star,Upwards,Decreasing
22,1/21/2026 6:00,212.293,212.389,212.275,212.388,Resistance,212.3679,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
22,1/21/2026 6:00,212.39,212.475,212.349,212.355,Resistance,212.3639,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 7:00,212.355,212.521,212.343,212.491,Resistance,212.3764,No Cross,No Retest,,,Above MA10,Normal,Upwards,Increasing
22,1/21/2026 7:00,212.491,212.554,212.469,212.542,Resistance,212.4015,No Cross,No Retest,,,Above MA10,?? Bearish Harami,Upwards,Decreasing
22,1/21/2026 7:00,212.542,212.587,212.523,212.532,Resistance,212.417,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 7:00,212.532,212.595,212.508,212.578,Resistance,212.4319,No Cross,No Retest,,,Above MA10,?? Shooting Star,Upwards,Increasing
22,1/21/2026 8:00,212.578,212.618,212.559,212.583,Resistance,212.4519,No Cross,No Retest,,,Above MA10,?? Bearish Engulfing,Upwards,Decreasing
22,1/21/2026 8:00,212.584,212.587,212.49,212.521,Resistance,212.4572,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 8:00,212.523,212.533,212.454,212.498,Resistance,212.4782,No Cross,No Retest,,,Above MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 8:00,212.501,212.553,212.44,212.474,Resistance,212.4962,?? BEARISH CROSS,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 9:00,212.472,212.538,212.349,212.442,Resistance,212.5016,No Cross,? Resistance Retested,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 9:00,212.442,212.504,212.394,212.463,Resistance,212.5124,No Cross,No Retest,,,Below MA10,?? Bearish Engulfing,Upwards,Decreasing
22,1/21/2026 9:00,212.464,212.464,212.255,212.288,Resistance,212.4921,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 9:00,212.285,212.323,212.209,212.285,Resistance,212.4664,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 10:00,212.283,212.317,212.155,212.186,Resistance,212.4318,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 10:00,212.185,212.304,212.13,212.259,Resistance,212.3999,No Cross,No Retest,,,Below MA10,?? Bearish Engulfing,Upwards,Decreasing
22,1/21/2026 10:00,212.259,212.317,212.173,212.175,Resistance,212.3591,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
22,1/21/2026 10:00,212.175,212.254,212.146,212.148,Resistance,212.3218,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 11:00,212.148,212.158,212.077,212.13,Resistance,212.285,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
22,1/21/2026 11:00,212.13,212.186,212.029,212.03,Resistance,212.2406,No Cross,No Retest,,,Below MA10,Normal,Downwards,Increasing
22,1/21/2026 11:00,212.029,212.053,211.893,211.909,Resistance,212.1873,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Increasing
22,1/21/2026 11:00,211.91,211.947,211.865,211.878,Resistance,212.1288,No Cross,No Retest,,,Below MA10,?? Shooting Star,Downwards,Decreasing
23,1/22/2026 12:00,213.34,213.42,213.307,213.347,Support,213.1806, ,No Retest,3 BULLISH CROSS,9 Support Retested,Above MA10,?? Hammer,,
23,1/22/2026 12:00,213.348,213.358,213.272,213.311,Support,213.1872,No Cross,No Retest,,,Above MA10,?? Bullish Engulfing,Downwards,Increasing
23,1/22/2026 12:00,213.31,213.394,213.296,213.371,Support,213.2042,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 12:00,213.37,213.408,213.303,213.311,Support,213.2302,No Cross,No Retest,,,Above MA10,?? Hammer,Downwards,Decreasing
23,1/22/2026 13:00,213.309,213.398,213.008,213.008,Support,213.2293,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
23,1/22/2026 13:00,213.005,213.016,212.675,212.873,Support,213.2136,No Cross,No Retest,,,Below MA10,Normal,Downwards,Decreasing
23,1/22/2026 13:00,212.872,212.991,212.831,212.917,Support,213.1926,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 13:00,212.917,213.015,212.805,212.832,Support,213.154,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Increasing
23,1/22/2026 14:00,212.833,212.97,212.774,212.94,Support,213.1248,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 14:00,212.94,212.994,212.898,212.954,Support,213.0864,No Cross,No Retest,,,Below MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 14:00,212.951,213.179,212.947,213.139,Support,213.0656,?? BULLISH CROSS,? Support Retested,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 14:00,213.14,213.23,213.015,213.209,Support,213.0554,No Cross,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 15:00,213.209,213.267,213.025,213.03,Support,213.0213,No Cross,No Retest,,,Above MA10,?? Hammer,Downwards,Increasing
23,1/22/2026 15:00,213.03,213.098,212.864,212.914,Support,212.9816,No Cross,No Retest,,,Below MA10,?? Hammer,Downwards,Decreasing
23,1/22/2026 15:00,212.94,213.219,212.841,212.86,Support,212.9668,No Cross,No Retest,,,Below MA10,?? Bullish Engulfing,Downwards,Decreasing
23,1/22/2026 15:00,212.86,213.016,212.834,213.01,Support,212.9805,?? BULLISH CROSS,? Support Retested,,,Above MA10,Normal,Upwards,Increasing
23,1/22/2026 16:00,213.01,213.161,212.973,213.144,Support,213.0032,No Cross,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 16:00,213.145,213.197,213.016,213.056,Support,213.0256,No Cross,? Support Retested,,,Above MA10,?? Bullish Harami,Downwards,Decreasing
23,1/22/2026 16:00,213.056,213.179,213.045,213.134,Support,213.045,No Cross,? Support Retested,,,Above MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 16:00,213.134,213.335,213.089,213.247,Support,213.0743,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 17:00,213.247,213.418,213.233,213.386,Support,213.099,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 17:00,213.386,213.462,213.317,213.382,Support,213.1163,No Cross,No Retest,,,Above MA10,?? Bullish Engulfing,Downwards,Decreasing
23,1/22/2026 17:00,213.382,213.509,213.369,213.497,Support,213.163,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 17:00,213.497,213.622,213.422,213.468,Support,213.2184,No Cross,No Retest,,,Above MA10,?? Bullish Engulfing,Downwards,Decreasing
23,1/22/2026 18:00,213.468,213.565,213.443,213.53,Support,213.2854,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 18:00,213.53,213.653,213.53,213.621,Support,213.3465,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Increasing
23,1/22/2026 18:00,213.626,213.639,213.571,213.598,Support,213.3919,No Cross,No Retest,,,Above MA10,?? Bullish Harami,Downwards,Decreasing
23,1/22/2026 18:00,213.598,213.652,213.573,213.613,Support,213.4476,No Cross,No Retest,,,Above MA10,?? Hammer,Upwards,Decreasing
23,1/22/2026 19:00,213.604,213.604,213.467,213.475,Support,213.4817,No Cross,No Retest,,,Below MA10,?? Bullish Harami,Downwards,Increasing
23,1/22/2026 19:00,213.477,213.549,213.407,213.548,Support,213.5118,?? BULLISH CROSS,? Support Retested,,,Above MA10,Normal,Upwards,Decreasing
23,1/22/2026 19:00,213.548,213.609,213.515,213.536,Support,213.5268,No Cross,? Support Retested,,,Above MA10,?? Bullish Engulfing,Downwards,Decreasing
