Datetimetry,Zone_ID,Datetime,Open,High,Low,Close,Volume,MA_10
2022-10-07 05,RESISTANCE_447,2022-10-07 05:00:00,161.922,162.184,161.884,162.074,5258,161.914
2022-10-07 06,RESISTANCE_447,2022-10-07 06:00:00,162.074,162.159,161.879,161.936,4447,161.889
2022-10-07 12,RESISTANCE_448,2022-10-07 12:00:00,162.102,162.535,162.005,162.521,9523,161.9332
2022-10-07 13,RESISTANCE_448,2022-10-07 13:00:00,162.52,162.597,162.081,162.257,9204,162.0002
2022-10-07 23,RESISTANCE_449,2022-10-07 23:00:00,161.053,161.31,161.043,161.29,4392,161.3757
2022-10-10 00,RESISTANCE_449,2022-10-10 00:00:00,161.008,161.226,161.008,161.157,289,161.2674
2022-10-10 04,RESISTANCE_450,2022-10-10 04:00:00,161.319,161.553,161.299,161.435,6693,161.1661
2022-10-10 05,RESISTANCE_450,2022-10-10 05:00:00,161.435,161.511,161.225,161.294,4642,161.1744
2022-10-10 12,RESISTANCE_451,2022-10-10 12:00:00,160.85,161.432,160.847,161.078,10037,161.0912
2022-10-10 13,RESISTANCE_451,2022-10-10 13:00:00,161.074,161.167,160.733,160.764,7447,161.0355
2022-10-10 15,RESISTANCE_452,2022-10-10 15:00:00,161.051,161.142,160.754,161.132,9143,160.9812
2022-10-10 16,RESISTANCE_452,2022-10-10 16:00:00,161.133,161.204,160.704,160.863,11073,160.9549
2022-10-10 20,RESISTANCE_453,2022-10-10 20:00:00,160.74,161.409,160.653,161.282,8759,160.9611
2022-10-10 21,RESISTANCE_453,2022-10-10 21:00:00,161.282,161.354,161.096,161.098,6262,160.9858
2022-10-11 03,RESISTANCE_454,2022-10-11 03:00:00,161.385,161.642,161.176,161.503,7003,161.1279
2022-10-11 04,RESISTANCE_454,2022-10-11 04:00:00,161.503,161.614,161.042,161.12,7344,161.1524
2022-10-11 08,RESISTANCE_455,2022-10-11 08:00:00,160.69,160.936,160.643,160.734,7289,161.04
2022-10-11 09,RESISTANCE_455,2022-10-11 09:00:00,160.77,161.136,160.301,160.381,10015,160.9708
2022-10-11 15,RESISTANCE_456,2022-10-11 15:00:00,161.421,161.754,161.274,161.496,10686,160.909
2022-10-11 16,RESISTANCE_456,2022-10-11 16:00:00,161.502,161.539,161.146,161.229,11829,160.9475
2022-10-11 18,RESISTANCE_457,2022-10-11 18:00:00,161.514,162.665,161.469,162.513,11771,161.2072
2022-10-11 19,RESISTANCE_457,2022-10-11 19:00:00,162.516,162.597,162.108,162.468,10240,161.4159
2022-10-12 03,RESISTANCE_458,2022-10-12 03:00:00,159.937,160.364,159.936,160.289,7682,160.8205
2022-10-12 04,RESISTANCE_458,2022-10-12 04:00:00,160.289,160.399,160.028,160.15,8887,160.5842
2022-10-12 07,RESISTANCE_459,2022-10-12 07:00:00,160.035,161.477,160.024,160.761,8382,160.1372
2022-10-12 08,RESISTANCE_459,2022-10-12 08:00:00,160.764,161.085,160.472,160.919,6076,160.2078
2022-10-12 13,RESISTANCE_460,2022-10-12 13:00:00,161.994,162.438,161.867,162.312,9133,160.8683
2022-10-12 14,RESISTANCE_460,2022-10-12 14:00:00,162.306,162.409,161.91,162.021,9907,161.0554
2022-10-12 18,RESISTANCE_461,2022-10-12 18:00:00,162.591,163.062,162.498,162.933,10884,161.8624
2022-10-12 19,RESISTANCE_461,2022-10-12 19:00:00,162.933,162.934,162.474,162.565,9126,162.0494
2022-10-12 21,RESISTANCE_462,2022-10-12 21:00:00,162.838,163.316,162.646,162.926,12013,162.4431
2022-10-12 22,RESISTANCE_462,2022-10-12 22:00:00,162.925,163.128,162.786,162.899,6935,162.5337
2022-10-13 03,RESISTANCE_463,2022-10-13 03:00:00,162.914,163.168,162.767,163.096,4884,162.9039
2022-10-13 04,RESISTANCE_463,2022-10-13 04:00:00,163.097,163.143,162.726,162.873,5634,162.8979
2022-10-13 14,RESISTANCE_464,2022-10-13 14:00:00,163.733,165.649,163.721,165.212,13054,163.1829
2022-10-13 15,RESISTANCE_464,2022-10-13 15:00:00,165.218,165.504,164.154,165.199,14255,163.4286
2022-10-13 18,RESISTANCE_465,2022-10-13 18:00:00,165.576,167.051,165.535,166.899,15601,164.3593
2022-10-13 19,RESISTANCE_465,2022-10-13 19:00:00,166.901,167.279,166.393,166.768,12487,164.7898
2022-10-13 23,RESISTANCE_466,2022-10-13 23:00:00,166.637,166.921,166.611,166.677,3549,166.1233
2022-10-14 00,RESISTANCE_466,2022-10-14 00:00:00,166.643,166.782,166.554,166.721,1242,166.2742
2022-10-14 04,RESISTANCE_467,2022-10-14 04:00:00,166.597,167.21,166.474,167.008,8665,166.6922
2022-10-14 05,RESISTANCE_467,2022-10-14 05:00:00,167.012,167.117,166.857,166.883,6538,166.7037
2022-10-14 08,RESISTANCE_468,2022-10-14 08:00:00,166.905,167.022,166.806,166.83,7283,166.7841
2022-10-14 09,RESISTANCE_468,2022-10-14 09:00:00,166.839,167.055,166.513,166.838,10294,166.8002
2022-10-14 13,RESISTANCE_469,2022-10-14 13:00:00,166.038,166.936,165.927,166.088,12418,166.6771
2022-10-14 14,RESISTANCE_469,2022-10-14 14:00:00,166.094,166.256,165.017,165.446,10731,166.5209
2022-10-14 17,RESISTANCE_470,2022-10-14 17:00:00,165.549,166.992,165.286,166.978,15948,166.3344
2022-10-14 18,RESISTANCE_470,2022-10-14 18:00:00,166.975,167.112,166.175,166.37,12786,166.2884
2022-10-17 02,RESISTANCE_471,2022-10-17 02:00:00,167.027,167.147,166.612,167.077,4703,166.5027
2022-10-17 03,RESISTANCE_471,2022-10-17 03:00:00,167.079,167.141,166.624,166.734,5266,166.4783
2022-10-17 08,RESISTANCE_472,2022-10-17 08:00:00,167.021,167.963,166.979,167.808,7139,166.9225
2022-10-17 09,RESISTANCE_472,2022-10-17 09:00:00,167.806,168.038,167.325,167.458,9135,167.0408
2022-10-17 17,RESISTANCE_473,2022-10-17 17:00:00,168.742,170.088,168.736,170.011,13205,168.1261
2022-10-17 18,RESISTANCE_473,2022-10-17 18:00:00,170.018,170.064,169.545,169.898,10015,168.3351
2022-10-18 00,RESISTANCE_474,2022-10-18 00:00:00,169.136,169.298,169.069,169.241,1159,169.2899
2022-10-18 01,RESISTANCE_474,2022-10-18 01:00:00,169.241,169.356,169.031,169.219,5088,169.3532
2022-10-18 07,RESISTANCE_475,2022-10-18 07:00:00,169.335,169.801,169.324,169.444,6995,169.1437
2022-10-18 08,RESISTANCE_475,2022-10-18 08:00:00,169.446,169.631,168.995,169.057,7830,169.13
2022-10-18 17,RESISTANCE_476,2022-10-18 17:00:00,168.624,168.987,168.353,168.744,13037,168.6479
2022-10-18 18,RESISTANCE_476,2022-10-18 18:00:00,168.74,168.801,168.317,168.704,10884,168.6126
2022-10-18 22,RESISTANCE_477,2022-10-18 22:00:00,168.832,169.001,168.696,168.971,7327,168.6843
2022-10-18 23,RESISTANCE_477,2022-10-18 23:00:00,168.97,169.117,168.876,168.898,4282,168.7803
2022-10-19 02,RESISTANCE_478,2022-10-19 02:00:00,169.057,169.364,169.009,169.23,4718,168.8953
2022-10-19 03,RESISTANCE_478,2022-10-19 03:00:00,169.229,169.294,169.014,169.174,5569,168.9383
2022-10-19 12,RESISTANCE_479,2022-10-19 12:00:00,168.286,168.606,168.202,168.605,9389,168.8342
2022-10-19 13,RESISTANCE_479,2022-10-19 13:00:00,168.606,168.655,168.274,168.347,9073,168.7515
2022-10-19 15,RESISTANCE_480,2022-10-19 15:00:00,168.272,168.439,168.044,168.39,10042,168.5887
2022-10-19 16,RESISTANCE_480,2022-10-19 16:00:00,168.386,168.796,168.23,168.302,11958,168.5085
2022-10-19 22,RESISTANCE_481,2022-10-19 22:00:00,167.942,168.242,167.903,168.235,6074,168.194
2022-10-19 23,RESISTANCE_481,2022-10-19 23:00:00,168.233,168.25,168.083,168.11,4039,168.1703
2022-10-20 07,RESISTANCE_482,2022-10-20 07:00:00,167.91,168.458,167.87,168.204,5768,168.0251
2022-10-20 08,RESISTANCE_482,2022-10-20 08:00:00,168.202,168.47,168.108,168.165,6830,168.0181
2022-10-20 17,RESISTANCE_483,2022-10-20 17:00:00,168.599,169.728,168.503,169.359,14078,168.3379
2022-10-20 18,RESISTANCE_483,2022-10-20 18:00:00,169.356,169.365,169.012,169.086,10907,168.43
2022-10-20 23,RESISTANCE_484,2022-10-20 23:00:00,168.528,168.718,168.493,168.664,3576,168.7109
2022-10-21 00,RESISTANCE_484,2022-10-21 00:00:00,168.642,168.673,168.411,168.595,2645,168.7142
2022-10-21 05,RESISTANCE_485,2022-10-21 05:00:00,168.325,168.524,168.312,168.454,5486,168.4803
2022-10-21 06,RESISTANCE_485,2022-10-21 06:00:00,168.453,168.551,168.322,168.394,4124,168.4763
2022-10-21 09,RESISTANCE_486,2022-10-21 09:00:00,168.395,168.395,168.068,168.242,9484,168.4142
2022-10-21 10,RESISTANCE_486,2022-10-21 10:00:00,168.241,168.744,168.09,168.219,10859,168.3766
2022-10-21 16,RESISTANCE_487,2022-10-21 16:00:00,168.577,169.262,168.569,169.248,16323,168.3562
2022-10-21 17,RESISTANCE_487,2022-10-21 17:00:00,169.253,169.573,166.856,167.581,16111,168.2776
2022-10-24 01,RESISTANCE_488,2022-10-24 01:00:00,168.656,169.788,168.568,169.18,9874,167.2351
2022-10-24 02,RESISTANCE_488,2022-10-24 02:00:00,169.181,169.343,165.458,167.316,10819,167.0419
2022-10-24 09,RESISTANCE_489,2022-10-24 09:00:00,169.102,169.493,168.92,169.284,10650,168.6253
2022-10-24 10,RESISTANCE_489,2022-10-24 10:00:00,169.294,169.446,168.901,169.043,11947,168.6609
2022-10-24 12,RESISTANCE_490,2022-10-24 12:00:00,169.135,169.35,168.801,169.318,10764,168.8551
2022-10-24 13,RESISTANCE_490,2022-10-24 13:00:00,169.316,169.457,168.782,168.841,9417,168.895
2022-10-24 20,RESISTANCE_491,2022-10-24 20:00:00,167.947,168.059,167.844,168.031,5571,168.5421
2022-10-24 21,RESISTANCE_491,2022-10-24 21:00:00,168.032,168.194,167.859,167.879,6124,168.418
2022-10-25 03,RESISTANCE_492,2022-10-25 03:00:00,168.327,168.687,168.008,168.613,7495,168.1062
2022-10-25 04,RESISTANCE_492,2022-10-25 04:00:00,168.615,168.67,168.273,168.551,8565,168.1633
2022-10-25 16,RESISTANCE_493,2022-10-25 16:00:00,169.05,169.917,169.044,169.712,13968,168.5603
2022-10-25 17,RESISTANCE_493,2022-10-25 17:00:00,169.702,169.943,169.208,169.384,14235,168.6762
2022-10-26 00,RESISTANCE_494,2022-10-26 00:00:00,169.737,169.858,169.597,169.844,5743,169.6193
2022-10-26 01,RESISTANCE_494,2022-10-26 01:00:00,169.843,169.945,169.678,169.696,4479,169.6837
2022-10-26 05,RESISTANCE_495,2022-10-26 05:00:00,169.685,169.97,169.674,169.864,5910,169.6954
2022-10-26 06,RESISTANCE_495,2022-10-26 06:00:00,169.863,169.954,169.702,169.853,6961,169.6977
2022-10-26 11,RESISTANCE_496,2022-10-26 11:00:00,170.158,170.598,169.966,170.508,12461,169.8217
2022-10-26 12,RESISTANCE_496,2022-10-26 12:00:00,170.511,170.577,170.112,170.265,10974,169.8928
2022-10-26 18,RESISTANCE_497,2022-10-26 18:00:00,170.119,170.242,169.943,170.139,12075,170.1158
2022-10-26 19,RESISTANCE_497,2022-10-26 19:00:00,170.139,170.312,169.928,170.007,9433,170.1498
2022-10-26 23,RESISTANCE_498,2022-10-26 23:00:00,170.139,170.257,170.109,170.198,3896,170.0725
2022-10-27 00,RESISTANCE_498,2022-10-27 00:00:00,170.013,170.201,169.852,170.116,4768,170.0752
2022-10-27 02,RESISTANCE_499,2022-10-27 02:00:00,169.997,170.254,169.948,170.023,4467,170.0716
2022-10-27 03,RESISTANCE_499,2022-10-27 03:00:00,170.021,170.059,169.724,169.787,7521,170.0378
2022-10-27 14,RESISTANCE_500,2022-10-27 14:00:00,169.124,169.895,169.115,169.87,10589,169.3039
2022-10-27 15,RESISTANCE_500,2022-10-27 15:00:00,169.873,170.023,169.429,169.646,14983,169.285
2022-10-27 19,RESISTANCE_501,2022-10-27 19:00:00,168.983,169.189,168.898,169.108,10528,169.2556
2022-10-27 20,RESISTANCE_501,2022-10-27 20:00:00,169.108,169.354,169.088,169.105,7789,169.2738
2022-10-28 04,RESISTANCE_502,2022-10-28 04:00:00,169.364,169.747,169.355,169.701,7676,169.2104
2022-10-28 05,RESISTANCE_502,2022-10-28 05:00:00,169.701,169.934,169.112,169.416,8664,169.2412
2022-10-31 02,RESISTANCE_503,2022-10-31 02:00:00,171.374,172.117,171.363,172.038,6635,171.2653
2022-10-31 03,RESISTANCE_503,2022-10-31 03:00:00,172.036,172.072,171.65,171.706,6473,171.3391
2022-10-31 13,RESISTANCE_504,2022-10-31 13:00:00,171.556,171.738,171.23,171.578,10068,171.5267
2022-10-31 14,RESISTANCE_504,2022-10-31 14:00:00,171.578,171.607,171.073,171.139,10576,171.4678
2022-10-31 17,RESISTANCE_505,2022-10-31 17:00:00,171.067,171.343,170.858,171.134,11578,171.294
2022-10-31 18,RESISTANCE_505,2022-10-31 18:00:00,171.132,171.178,170.62,170.682,11106,171.2087
2022-11-01 02,RESISTANCE_506,2022-11-01 02:00:00,170.556,170.813,170.461,170.747,4846,170.6184
2022-11-01 03,RESISTANCE_506,2022-11-01 03:00:00,170.746,170.764,170.324,170.496,8248,170.5546
2022-11-01 07,RESISTANCE_507,2022-11-01 07:00:00,170.749,170.857,170.655,170.666,7907,170.6111
2022-11-01 08,RESISTANCE_507,2022-11-01 08:00:00,170.661,170.943,170.496,170.59,9450,170.6151
2022-11-01 15,RESISTANCE_508,2022-11-01 15:00:00,169.86,170.282,169.816,170.263,11459,170.2655
2022-11-01 16,RESISTANCE_508,2022-11-01 16:00:00,170.263,170.487,169.745,169.833,14741,170.1737
2022-11-01 19,RESISTANCE_509,2022-11-01 19:00:00,169.651,170.251,169.593,170.247,6994,169.9728
2022-11-01 20,RESISTANCE_509,2022-11-01 20:00:00,170.251,170.251,170.014,170.127,6389,169.9747
2022-11-01 22,RESISTANCE_510,2022-11-01 22:00:00,170.133,170.264,170.104,170.194,2585,170.0061
2022-11-01 23,RESISTANCE_510,2022-11-01 23:00:00,170.239,170.317,170.167,170.197,2035,170.0228
2022-11-02 06,RESISTANCE_511,2022-11-02 06:00:00,169.83,169.978,169.814,169.845,6949,169.8787
2022-11-02 07,RESISTANCE_511,2022-11-02 07:00:00,169.843,169.934,169.73,169.794,7187,169.8445
2022-11-02 19,RESISTANCE_512,2022-11-02 19:00:00,168.558,168.79,168.511,168.673,6992,168.9511
2022-11-02 20,RESISTANCE_512,2022-11-02 20:00:00,168.687,168.98,168.298,168.501,15904,168.8608
2022-11-03 00,RESISTANCE_513,2022-11-03 00:00:00,168.288,168.564,168.224,168.437,5565,168.5531
2022-11-03 01,RESISTANCE_513,2022-11-03 01:00:00,168.437,168.518,168.231,168.342,6210,168.4875
2022-11-03 07,RESISTANCE_514,2022-11-03 07:00:00,168.122,168.178,168.064,168.169,6655,168.209
2022-11-03 08,RESISTANCE_514,2022-11-03 08:00:00,168.165,168.213,167.974,167.997,8165,168.1608
2022-11-03 12,RESISTANCE_515,2022-11-03 12:00:00,166.808,167.056,166.684,167.043,10846,167.7043
2022-11-03 13,RESISTANCE_515,2022-11-03 13:00:00,167.041,167.175,166.486,166.811,10535,167.5669
2022-11-03 18,RESISTANCE_516,2022-11-03 18:00:00,165.687,166.04,165.506,165.772,10260,166.364
2022-11-03 19,RESISTANCE_516,2022-11-03 19:00:00,165.769,165.838,165.661,165.719,8017,166.1571
2022-11-04 06,RESISTANCE_517,2022-11-04 06:00:00,165.993,166.265,165.977,166.103,6987,165.6951
2022-11-04 07,RESISTANCE_517,2022-11-04 07:00:00,166.101,166.202,165.804,165.828,7428,165.7304
2022-11-04 11,RESISTANCE_518,2022-11-04 11:00:00,165.766,166.122,165.765,165.804,10584,165.8676
2022-11-04 12,RESISTANCE_518,2022-11-04 12:00:00,165.803,166.069,165.669,165.806,9085,165.8748
2022-11-04 16,RESISTANCE_519,2022-11-04 16:00:00,165.85,166.372,165.795,166,14284,165.8082
2022-11-04 17,RESISTANCE_519,2022-11-04 17:00:00,166.021,166.195,165.921,166.024,12691,165.8278
2022-11-04 20,RESISTANCE_520,2022-11-04 20:00:00,166.568,166.88,166.507,166.845,9057,166.0476
2022-11-04 21,RESISTANCE_520,2022-11-04 21:00:00,166.843,166.966,166.671,166.826,8995,166.1498
2022-11-07 07,RESISTANCE_521,2022-11-07 07:00:00,166.76,166.904,166.719,166.8,6602,166.6527
2022-11-07 08,RESISTANCE_521,2022-11-07 08:00:00,166.799,166.823,166.615,166.73,7154,166.6431
2022-11-07 12,RESISTANCE_522,2022-11-07 12:00:00,167.846,168.029,167.725,167.992,10716,167.077
2022-11-07 13,RESISTANCE_522,2022-11-07 13:00:00,167.991,168.259,167.798,167.804,9244,167.1973
2022-11-07 21,RESISTANCE_523,2022-11-07 21:00:00,168.908,169.087,168.907,169.033,6900,168.1846
2022-11-07 22,RESISTANCE_523,2022-11-07 22:00:00,169.039,169.075,168.679,168.743,6801,168.2597
2022-11-08 02,RESISTANCE_524,2022-11-08 02:00:00,168.806,169.017,168.687,168.982,5514,168.6604
2022-11-08 03,RESISTANCE_524,2022-11-08 03:00:00,168.981,169.07,168.796,168.906,6832,168.7593
2022-11-08 18,RESISTANCE_525,2022-11-08 18:00:00,168.251,168.589,168.088,168.539,11609,167.8838
2022-11-08 19,RESISTANCE_525,2022-11-08 19:00:00,168.534,168.657,168.432,168.494,7500,167.903
2022-11-08 23,RESISTANCE_526,2022-11-08 23:00:00,167.983,168.217,167.953,167.995,2248,167.9661
2022-11-09 00,RESISTANCE_526,2022-11-09 00:00:00,168.093,168.195,167.985,168.157,3313,168.0292
2022-11-09 08,RESISTANCE_527,2022-11-09 08:00:00,168.151,168.207,167.969,167.973,8245,167.9848
2022-11-09 09,RESISTANCE_527,2022-11-09 09:00:00,167.98,168.313,167.612,167.676,10823,167.9529
2022-11-09 15,RESISTANCE_528,2022-11-09 15:00:00,166.998,167.339,166.892,167.064,12924,167.4273
2022-11-09 16,RESISTANCE_528,2022-11-09 16:00:00,167.064,167.111,166.67,166.789,12776,167.3045
2022-11-09 21,RESISTANCE_529,2022-11-09 21:00:00,166.208,166.429,166.176,166.343,8678,166.6318
2022-11-09 22,RESISTANCE_529,2022-11-09 22:00:00,166.345,166.471,166.195,166.283,8437,166.5994
2022-11-10 06,RESISTANCE_530,2022-11-10 06:00:00,166.611,166.711,166.507,166.696,3676,166.4088
2022-11-10 07,RESISTANCE_530,2022-11-10 07:00:00,166.696,166.766,166.603,166.692,4922,166.4437
2022-11-10 15,RESISTANCE_531,2022-11-10 15:00:00,166.627,167.392,166.491,166.806,13284,166.6498
2022-11-10 16,RESISTANCE_531,2022-11-10 16:00:00,166.812,167.08,165.278,165.636,16373,166.5438
2022-11-10 21,RESISTANCE_532,2022-11-10 21:00:00,165.567,165.871,165.537,165.87,7899,166.0393
2022-11-10 22,RESISTANCE_532,2022-11-10 22:00:00,165.871,165.931,165.339,165.427,7982,165.8923
2022-11-11 03,RESISTANCE_533,2022-11-11 03:00:00,165.456,166.067,165.431,165.845,11000,165.5748
2022-11-11 04,RESISTANCE_533,2022-11-11 04:00:00,165.846,166.098,165.725,165.788,9823,165.6007
2022-11-11 07,RESISTANCE_534,2022-11-11 07:00:00,165.557,165.906,165.389,165.855,10685,165.6177
2022-11-11 08,RESISTANCE_534,2022-11-11 08:00:00,165.851,165.94,165.583,165.64,10276,165.639
2022-11-11 14,RESISTANCE_535,2022-11-11 14:00:00,164.054,164.47,163.988,164.339,11742,165.0792
2022-11-11 15,RESISTANCE_535,2022-11-11 15:00:00,164.345,164.489,164.028,164.052,12963,164.9189
2022-11-14 00,RESISTANCE_536,2022-11-14 00:00:00,164.172,164.999,164.095,164.5,859,164.0243
2022-11-14 01,RESISTANCE_536,2022-11-14 01:00:00,164.509,164.728,163.883,164.694,7466,164.0885
2022-11-14 13,RESISTANCE_537,2022-11-14 13:00:00,165.316,165.709,165.24,165.43,10316,164.575
2022-11-14 14,RESISTANCE_537,2022-11-14 14:00:00,165.429,165.58,165.154,165.532,10816,164.7246
2022-11-14 20,RESISTANCE_538,2022-11-14 20:00:00,164.909,165.143,164.831,165.071,7537,165.1409
2022-11-14 21,RESISTANCE_538,2022-11-14 21:00:00,165.072,165.091,164.673,164.8,7400,165.0551
2022-11-15 08,RESISTANCE_539,2022-11-15 08:00:00,165.312,165.485,165.149,165.361,5918,164.9449
2022-11-15 09,RESISTANCE_539,2022-11-15 09:00:00,165.361,165.547,164.518,164.841,12263,164.9841
2022-11-15 16,RESISTANCE_540,2022-11-15 16:00:00,165.879,166.206,165.709,165.907,15742,165.3512
2022-11-15 17,RESISTANCE_540,2022-11-15 17:00:00,165.907,166.068,165.489,165.621,14753,165.3827
2022-11-15 19,RESISTANCE_541,2022-11-15 19:00:00,165.662,165.684,165.492,165.627,10744,165.4915
2022-11-15 20,RESISTANCE_541,2022-11-15 20:00:00,165.625,165.763,164.576,164.802,14209,165.4555
2022-11-15 23,RESISTANCE_542,2022-11-15 23:00:00,165.086,165.368,165.086,165.244,5837,165.4803
