Zone_ID,Datetimetry,Datetime,Open,High,Low,Close,Volume,MA_10
RESISTANCE_1022,2025-02-04 00,2025-02-04 00:00:00,193.042,193.098,192.833,192.944,3729,192.2283
RESISTANCE_1023,2025-02-04 07,2025-02-04 07:00:00,192.616,192.879,192.543,192.828,4157,192.7184
RESISTANCE_1023,2025-02-04 08,2025-02-04 08:00:00,192.831,193.166,192.469,192.808,5717,192.7459
RESISTANCE_1024,2025-02-04 14,2025-02-04 14:00:00,192.953,193.1,192.785,192.979,4623,192.8
RESISTANCE_1024,2025-02-04 15,2025-02-04 15:00:00,192.984,193.085,192.595,192.968,5579,192.8505
RESISTANCE_1025,2025-02-04 22,2025-02-04 22:00:00,192.55,192.625,192.446,192.578,1242,192.7396
RESISTANCE_1025,2025-02-04 23,2025-02-04 23:00:00,192.586,192.705,192.172,192.246,2233,192.6685
RESISTANCE_1026,2025-02-05 07,2025-02-05 07:00:00,191.114,191.653,191.018,191.637,4574,191.626
RESISTANCE_1026,2025-02-05 08,2025-02-05 08:00:00,191.633,191.726,191.221,191.396,4849,191.5078
RESISTANCE_1027,2025-02-05 13,2025-02-05 13:00:00,191.642,191.811,191.487,191.531,5067,191.4174
RESISTANCE_1027,2025-02-05 14,2025-02-05 14:00:00,191.528,191.831,191.153,191.258,4453,191.4159
RESISTANCE_1028,2025-02-05 20,2025-02-05 20:00:00,190.73,190.962,190.73,190.864,2381,190.968
RESISTANCE_1028,2025-02-05 21,2025-02-05 21:00:00,190.863,190.922,190.571,190.626,1661,190.874
RESISTANCE_1029,2025-02-06 06,2025-02-06 06:00:00,190.264,190.492,190.252,190.475,2778,190.4204
RESISTANCE_1029,2025-02-06 07,2025-02-06 07:00:00,190.472,190.592,190.203,190.318,4036,190.3896
RESISTANCE_1030,2025-02-06 16,2025-02-06 16:00:00,188.306,189.054,188.299,189.005,4556,189.1417
RESISTANCE_1030,2025-02-06 17,2025-02-06 17:00:00,189.002,189.096,188.832,188.939,3265,189.0038
RESISTANCE_1031,2025-02-07 02,2025-02-07 02:00:00,188.421,188.678,188.405,188.577,3500,188.342
RESISTANCE_1031,2025-02-07 03,2025-02-07 03:00:00,188.574,188.593,188.338,188.385,2962,188.2866
RESISTANCE_1032,2025-02-07 10,2025-02-07 10:00:00,189.145,189.572,189.133,189.395,3615,188.7553
RESISTANCE_1032,2025-02-07 11,2025-02-07 11:00:00,189.396,189.523,189.354,189.475,3076,188.8612
RESISTANCE_1033,2025-02-07 17,2025-02-07 17:00:00,187.493,188.148,187.429,188.092,8814,188.7711
RESISTANCE_1033,2025-02-07 18,2025-02-07 18:00:00,188.091,188.297,187.693,187.786,3547,188.6353
