Zone_ID,Datetimetry,Datetime,Open,High,Low,Close,Volume,MA_10
741,2025-04-16 08,4/16/2025 8:00,188.681,188.794,188.642,188.771,1274,188.7584
741,2025-04-16 08,4/16/2025 8:15,188.772,189.676,188.643,189.264,3249,188.8087
741,2025-04-16 08,4/16/2025 8:30,189.258,189.487,189.149,189.426,3130,188.8724
741,2025-04-16 08,4/16/2025 8:45,189.42,189.462,189.212,189.437,1937,188.9244
742,2025-04-16 20,4/16/2025 20:00,188.006,188.056,187.834,188.035,706,187.9598
742,2025-04-16 20,4/16/2025 20:15,188.034,188.056,187.906,187.931,607,187.9466
742,2025-04-16 20,4/16/2025 20:30,187.944,188.057,187.909,187.917,562,187.9236
742,2025-04-16 20,4/16/2025 20:45,187.929,187.933,187.44,187.58,586,187.8694
742,2025-04-16 21,4/16/2025 21:00,187.616,187.683,187.571,187.679,187,187.8463
742,2025-04-16 21,4/16/2025 21:15,187.677,187.677,187.548,187.565,261,187.8112
742,2025-04-16 21,4/16/2025 21:30,187.596,187.687,187.516,187.549,365,187.7813
742,2025-04-16 21,4/16/2025 21:45,187.547,187.7,187.525,187.629,488,187.7726
743,2025-04-16 22,4/16/2025 22:00,187.576,187.771,187.48,187.722,536,187.762
743,2025-04-16 22,4/16/2025 22:15,187.722,187.752,187.623,187.668,619,187.7275
743,2025-04-16 22,4/16/2025 22:30,187.668,187.738,187.608,187.649,590,187.6889
743,2025-04-16 22,4/16/2025 22:45,187.654,187.792,187.633,187.697,557,187.6655
743,2025-04-16 23,4/16/2025 23:00,187.713,187.85,187.622,187.702,993,187.644
743,2025-04-16 23,4/16/2025 23:15,187.707,187.771,187.622,187.643,714,187.6503
743,2025-04-16 23,4/16/2025 23:30,187.642,187.644,187.456,187.622,1059,187.6446
743,2025-04-16 23,4/16/2025 23:45,187.623,187.821,187.55,187.757,1268,187.6638
744,2025-04-17 04,4/17/2025 4:00,188.39,188.468,188.359,188.427,606,188.4572
744,2025-04-17 04,4/17/2025 4:15,188.429,188.456,188.362,188.453,569,188.4483
744,2025-04-17 04,4/17/2025 4:30,188.452,188.455,188.364,188.396,752,188.4325
744,2025-04-17 04,4/17/2025 4:45,188.393,188.454,188.381,188.419,705,188.4253
744,2025-04-17 05,4/17/2025 5:00,188.418,188.427,188.304,188.337,820,188.4156
744,2025-04-17 05,4/17/2025 5:15,188.339,188.386,188.311,188.329,705,188.3992
744,2025-04-17 05,4/17/2025 5:30,188.332,188.603,188.321,188.546,1010,188.4091
